시도명,시군구명,시설구분,시설명,상세주소,시설면적,주거능력,관리부서,지자체담당자연락처,경도,위도
광주광역시,서구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",광주광역시장애인국민체육센터,광주광역시 서구 금화로 278(풍암동),909,350,김판섭,062-600-3972,126.8799856,35.13640654
광주광역시,서구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",빛고을체육관,광주광역시 서구 금화로 278(풍암동),5612,2158,이민철,062-604-1821,126.87720037,35.13529796
광주광역시,서구,학교,마재초등학교,광주광역시 서구 마재로 27(금호동),400,154,조아라,062-670-5282,126.86327345,35.13087631
광주광역시,서구,학교,화개초등학교,광주광역시 서구 화개중앙로 48(금호동),275,106,김미리,062-670-5106,126.85685091,35.12514366
광주광역시,서구,학교,광주중학교,광주광역시 서구 화개중앙로 60(금호동),512,197,이기남,062-650-0700,126.8561645,35.12526002
광주광역시,서구,학교,만호초등학교,광주광역시 서구 금화로 53(금호동),606,233,김이삭,062-370-0298,126.85432608,35.13267959
광주광역시,서구,학교,상무초등학교,광주광역시 서구 금호운천길 67(쌍촌동),702,270,오대근,062-370-2889,126.85474673,35.14057994
광주광역시,서구,학교,주월초등학교,광주광역시 서구 화운로 36(화정동),529,203,손미경,062-602-3892,126.88364715,35.14430527
광주광역시,서구,학교,광주여자고등학교,광주광역시 서구 상무대로1014번길 43(화정동),991,381,이은례,062-231-7500,126.87372446,35.1480866
광주광역시,서구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",광주광역시체육회관,광주광역시 서구 금화로 278(풍암동),5050,1942,이민철,062-604-1821,126.87956893,35.13682494
광주광역시,서구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",염주종합체육관,광주광역시 서구 금화로 278(풍암동),22441,8631,이민철,062-604-1821,126.87885691,35.13530798
광주광역시,서구,학교,치평초등학교 ,광주광역시 서구 상무평화로 43(치평동),348,134,고승희,062-370-5805,126.84368047,35.14870753
광주광역시,서구,학교,운천초등학교,광주광역시 서구 치평로 59(치평동),583,224,주지선,062-600-2774,126.84679872,35.15273305
광주광역시,서구,학교,계수초등학교,광주광역시 서구 상무시민로 51(치평동),676,260,염지승,062-380-2100,126.84487563,35.1558926
광주광역시,서구,학교,전남중학교 ,광주광역시 서구 상무공원로 70(치평동),571,220,김혜정,062-720-5153,126.84337876,35.15090636
광주광역시,서구,학교,송학초등학교 ,광주광역시 서구 눌재로 408(세하동),364,140,심태훈,062-602-4004,126.83065933,35.114121
광주광역시,서구,학교,풍암초등학교,광주광역시 서구 풍암중앙로 8(풍암동),653,251,빅정은,062-670-7307,126.87529556,35.12313982
광주광역시,서구,학교,상무중학교,광주광역시 서구 운천로 142(쌍촌동),737,283,문소영,062-380-6301,126.85821174,35.14460956
광주광역시,서구,학교,치평중학교,광주광역시 서구 화정로21번길 5(쌍촌동),711,273,문영희,062-380-2354,126.85912961,35.14495858
광주광역시,서구,학교,효광중학교,광주광역시 서구 쌍촌로15번길 8(쌍촌동),612,235,위성님,062-380-7394,126.86287049,35.14712887
광주광역시,서구,학교,상무고등학교,광주광역시 서구 상무민주로32번길 28(쌍촌동),1034,398,정동재,062-600-1303,126.8603727,35.15466843
광주광역시,서구,학교,화정남초등학교,광주광역시 서구 염화로 37(화정동),474,182,노두홍,062-602-2201,126.87163565,35.13785517
광주광역시,서구,학교,성진초등학교 ,광주광역시 서구 학생독립로 16(화정동),869,334,김상균,062-602-5506,126.86622974,35.14376815
광주광역시,서구,학교,화정중학교,광주광역시 서구 화운로 53(화정동),870,335,김동국,062-380-3706,126.88140413,35.14444435
광주광역시,서구,학교,광주서초등학교,광주광역시 서구 화운로194번길 6(화정동),405,156,민방기,062-360-4172,126.87771404,35.15582753
광주광역시,서구,학교,광주화정초등학교 ,광주광역시 서구 월드컵4강로146번길 10(화정동),882,339,박유리,062-380-2773,126.8720365,35.14878053
광주광역시,서구,학교,염주초등학교,광주광역시 서구 염화로134번길 28(화정동),787,303,김현정,062-380-1103,126.87842307,35.14069615
광주광역시,북구,학교,동림초등학교,광주광역시 북구 동림용산로 7(동림동),626,240,안정현,062-520-6692,126.86768851,35.18720983
광주광역시,북구,학교,태봉초등학교,광주광역시 북구 청계로 33(용봉동),583,224,노영숙,062-519-1705,126.89242904,35.17607872
광주광역시,북구,학교,서림초등학교,광주광역시 북구 서림로 113(임동),1255,482,김명호,,126.89906699,35.16213842
광주광역시,북구,학교,광주용봉초등학교,광주광역시 북구 서암대로144번길 11(신안동),632,242,김선영,062-510-4207,126.900734,35.16927
광주광역시,북구,학교,용주초등학교,광주광역시 북구 용주로 15(용봉동),633,243,조영기,062-510-5600,126.8994633,35.18142167
광주광역시,북구,학교,중흥초등학교,광주광역시 북구 경양로197번길 25(중흥동),570,219,김동성,062-612-9905,126.91309876,35.16061466
광주광역시,북구,학교,광주제일고등학교,광주광역시 북구 독립로237번길 33(누문동),752,289,오수빈,062-510-8807,126.906519,35.153656
광주광역시,북구,학교,수창초등학교,광주광역시 북구 금남로 99(북동),721,277,조석문,,126.90702457,35.15656169
광주광역시,남구,학교,주월중학교 ,광주광역시 남구 봉선로52번길 9(주월동),470,181,김효중,062-670-5801,126.90383993,35.12772261
광주광역시,남구,학교,진남중학교 진남관,광주광역시 남구 노대실로41번길 21(노대동),644,248,양혜영,062-717-3435,126.90878897,35.10688072
광주광역시,남구,학교,진남초등학교,광주광역시 남구 효우로60번길 12(노대동),616,237,나영수,062-670-8702,126.90253339,35.10887807
광주광역시,남구,학교,진월초등학교 강당,광주광역시 남구 광복마을4길 40(진월동),654,252,김자현,062-670-3130,126.89369921,35.12087006
광주광역시,남구,학교,광주효덕초등학교 강당,광주광역시 남구 화산로 7(진월동),546,210,하은혜,062-650-1107,126.89774749,35.11289695
광주광역시,남구,학교,진제초등학교,광주광역시 남구 서문대로654번길 45(진월동),615,237,송정훈,062-717-3906,126.90048387,35.11538859
광주광역시,남구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",남구다목적체육관,광주광역시 남구 화산로 110(진월동),6086,2341,,,127.02917876,35.19247518
광주광역시,남구,학교,불로초등학교 강당,광주광역시 남구 제석로80번길 58-5 (봉선동),516,198,서명우,062-650-1801,126.91420414,35.1206318
광주광역시,남구,학교,유안초등학교 강당,광주광역시 남구 봉선로175번길 16(봉선동),582,224,조지은,062-650-3707,126.91444676,35.12521331
광주광역시,남구,학교,대촌중앙초등학교,광주광역시 남구 고싸움로152번길 1(지석동),647,249,이수진,062-380-7105,126.83241,35.085154
광주광역시,북구,학교,효동초등학교,광주광역시 북구 서양로 99(중흥동),1007,387,왕수정,520-2805,126.9125745,35.16957719
광주광역시,남구,학교,광주대성초등학교강당,광주광역시 남구 서동로2번길 8(서동),665,256,노예진,062-650-3993,126.90555402,35.14435139
광주광역시,남구,학교,광주농성초등학교 강당,광주광역시 남구 금화로481번길 7(월산동),474,182,이보헌,062-360-6504,126.89053983,35.1485631
광주광역시,남구,학교,광주백운초등학교 강당,광주광역시 남구 독립로 51(백운동),587,226,신은혜,062-670-9108,126.90044475,35.13777067
광주광역시,남구,학교,광주서광중학교 강당,광주광역시 남구 진다리로24번길 13(백운동),630,242,이도환,062-603-8253,126.90494505,35.13592548
광주광역시,남구,"연수,숙박",프린스모텔,광주광역시 남구 독립로 9-14 (백운동),330,20,,,126.90056066,35.13476889
광주광역시,남구,"연수,숙박",르네상스모텔,광주광역시 남구 독립로15번길 3(백운동),200,60,,,126.9008685,35.13494158
광주광역시,남구,학교,금당중학교 강당,광주광역시 남구 회재로1156번길 9(주월동),757,291,백영승,062-650-0885,126.88872102,35.1302221
광주광역시,남구,학교,장산초등학교강당,광주광역시 남구 회서로 27(주월동),820,315,김혜란,062-650-2391,126.89517622,35.13082903
광주광역시,남구,학교,광주삼육초등학교 강당,광주광역시 남구 회서로 30(주월동),512,197,강선일,062-230-3609,126.89388402,35.12965235
광주광역시,남구,학교,봉주초등학교,광주광역시 남구 봉주길 32(주월동),1391,535,전여정,062-650-6606,126.88994105,35.13646967
광주광역시,북구,학교,오정초등학교,광주광역시 북구 대천로 55(오치동),520,200,정미라,062-250-1708,126.91234088,35.18566965
광주광역시,북구,학교,광주자연과학고등학교,광주광역시 북구 능안로 30(오치동),980,376,오영록,062-260-3605,126.917948,35.189736
광주광역시,북구,학교,문정여자고등학교,광주광역시 북구 능안로30번길 33(오치동),472,181,이유정,062-260-8207,126.919744,35.188841
광주광역시,북구,학교,광주서산초등학교,광주광역시 북구 우치로 263(오치동),762,293,김홍주,062-260-8807,126.904532,35.188542
광주광역시,북구,학교,오치초등학교,광주광역시 북구 설죽로 290(오치동),781,300,조재수,062-250-0603,126.899313,35.185538
광주광역시,북구,학교,삼각초등학교,광주광역시 북구 송해로 21(삼각동),573,220,김민성,062-570-6506,126.90049265,35.20018295
광주광역시,북구,학교,전남여자상업고등학교,광주광역시 북구 설죽로 433(삼각동),430,165,장수빈,062-570-8704,126.896468,35.199348
광주광역시,서구,학교,대동고등학교 ,광주광역시 서구 전평길 50(매월동),642,247,구태형,062-600-3605,126.84940518,35.1198118
광주광역시,서구,학교,광주대자중학교,광주광역시 서구 하남대로680번길 27(동천동),776,298,선지형,062-510-3893,126.86714675,35.16918582
광주광역시,서구,학교,빛고을초등학교,광주광역시 서구 동천로 7(동천동),540,208,배정하,062-510-2771,126.85933738,35.16932715
광주광역시,북구,학교,문산초등학교,광주광역시 북구 문산로 66(문흥동),508,195,김수영,062-250-2100,126.9251664,35.18706636
광주광역시,북구,학교,문정초등학교,광주광역시 북구 대천로169번길 7(문흥동),726,279,박수진,062-260-1670,126.92136729,35.18906136
광주광역시,북구,학교,문화중학교,광주광역시 북구 면앙로 111(우산동),2843,1093,김연후,062-260-8606,126.923866,35.178243
광주광역시,북구,학교,문화중학교,광주광역시 북구 면앙로 111(우산동),2776,1067,김연후,062-260-8606,126.923866,35.178243
광주광역시,북구,학교,문화중학교,광주광역시 북구 면앙로 111(우산동),1486,571,김연후,062-260-8606,126.92393319,35.17845158
광주광역시,북구,학교,각화초등학교,광주광역시 북구 각화대로39번길 10(각화동),1363,524,남준,062-260-2625,126.93612341,35.18186778
광주광역시,북구,학교,풍향초등학교,광주광역시 북구 군왕로51번길 77(두암동),812,312,윤송자,062-609-1100,126.92802991,35.16759757
광주광역시,북구,학교,두암초등학교,광주광역시 북구 참판로 130(두암동),725,278,박아현,062-250-6698,126.93411738,35.16925795
광주광역시,북구,학교,문화초등학교,광주광역시 북구 군왕로 135(두암동),683,262,김용수,062260-2007,126.93181666,35.17353878
광주광역시,북구,학교,삼정초등학교,광주광역시 북구 밤실로208번길 55(두암동),615,236,김기정,062-250-5805,126.93630878,35.16594423
광주광역시,북구,학교,문우초등하교,광주광역시 북구 능안로 7(오치동),518,199,송순감,062-260-1588,126.91641838,35.18577166
광주광역시,북구,학교,문흥중앙초등학교,광주광역시 북구 문산로 17(문흥동),1413,543,이기옥,062-250-0579,126.92102198,35.18383627
광주광역시,북구,학교,문흥초등학교,광주광역시 북구 면앙로 19(문흥동),561,215,손순희,062-250-7740,126.91446494,35.18068584
광주광역시,북구,학교,광주교육대학교,광주광역시 북구 필문대로 55(풍향동),750,288,서준모,062-520-4008,126.926609,35.164816
광주광역시,북구,학교,광주교대부설초등학교,광주광역시 북구 필문대로 55(풍향동),978,376,조은희,062-520-4368,126.92655438,35.16495564
경기도,안성시,학교,원곡초등학교,경기도 안성시 원곡면 가천중앙1길 51-17 ,197,75,강원주,,127.12772326,37.04191431
경기도,안성시,학교,일죽초등학교,경기도 안성시 일죽면 주래본죽로 72,1091,419,우종남,031-673-6915,127.48183779,37.0918521
광주광역시,북구,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",광주광역시장애인종합복지관,광주광역시 북구 북문대로 219(동림동),1118,430,김호곤,062-513-0977,126.86782,35.185214
광주광역시,북구,학교,서강고등학교,광주광역시 북구 서강로 1(운암동),1321,508,박경민,062-520-7809,126.869506,35.174664
광주광역시,북구,학교,서강고등학교,광주광역시 북구 서강로 1(운암동),1999,768,박경민,062-520-7809,126.869506,35.174664
광주광역시,북구,학교,운암초등학교,광주광역시 북구 서강로 79-14 (운암동),838,322,노덕순,062-520-5400,126.8710072,35.1803714
광주광역시,북구,학교,동운초등학교,광주광역시 북구 북문대로8번길 21(운암동),562,216,김상현,062-520-5505,126.88444319,35.17475307
광주광역시,북구,학교,대자초등학교,광주광역시 북구 대자로 5(운암동),661,254,안시영,,126.87274639,35.17354331
광주광역시,북구,학교,경양초등학교,광주광역시 북구 북문대로98번길 20(운암동),383,147,,,126.87843624,35.18038109
광주광역시,북구,학교,무등초등학교,광주광역시 북구 면앙로 99(우산동),886,340,이영택,062-260-3807,126.9226696,35.17853558
광주광역시,북구,학교,광주우산초등학교,광주광역시 북구 서방로63번길 67(우산동),781,300,최유호,062-260-1773,126.920417,35.175879
경기도,안성시,경로당,대농경로당,경기도 안성시 대덕면 미륵로 230,79,30,김도현,010-8272-7448,127.2704452,37.06755861
경기도,안성시,학교,어울초등학교,경기도 안성시 대덕면 신령로 58-33 ,789,303,,,127.22403255,37.01651663
경기도,안성시,경로당,신촌경로당,경기도 안성시 대덕면 신촌길 41-5 ,196,75,김인선,031-675-1509,127.22312538,36.99946398
경기도,안성시,학교,양성중학교,경기도 안성시 양성면 양성로 51,960,369,우수환,031-672-2868,127.1958922,37.06298543
경기도,안성시,학교,양성초등학교,경기도 안성시 양성면 옥단길 43,396,152,우수환,031-672-2868,127.19576563,37.06183413
경기도,안성시,학교,미곡초등학교,경기도 안성시 양성면 안성맞춤대로 2326-4 ,296,113,이승현,,127.23954666,37.10924396
경기도,안성시,경로당,노곡경로당,경기도 안성시 양성면 미리내성지로 35,100,38,민선희,010-3144-8269,127.24876715,37.11137102
경기도,안성시,경로당,남극경로당,경기도 안성시 양성면 칠목길 38-11 ,83,31,민선희,010-9866-5875,127.1888414,37.03923907
경기도,안성시,경로당,통심경로당,경기도 안성시 원곡면 통심길 98,90,27,원곡면사무소,,127.15691181,37.07669934
경기도,안성시,경로당,금노경로당,경기도 안성시 원곡면 금노길 26,90,34,임경아,010-9077-2779,127.16373047,37.05226823
경기도,안성시,학교,서운초등학교,경기도 안성시 서운면 서운초교길 24,1603,358,박명준,,127.25501686,36.94641502
경기도,안성시,경로당,신기경로당,경기도 안성시 서운면 서운신기길 78,96,37,신환화,031-678-3736,127.26903797,36.9466893
경기도,안성시,학교,개정초등학교,경기도 안성시 미양면 미양로 72,751,281,한희정,031-672-8987,127.18841834,36.96068083
경기도,안성시,경로당,신계경로당,경기도 안성시 미양면 신계4길 20,90,34,신지수,,127.19446992,36.95556385
경기도,안성시,학교,미양초등학교,경기도 안성시 미양면 양지길 40,796,228,위형삼,031-673-1997,127.21332491,36.97487895
경기도,안성시,학교,보체초등학교,경기도 안성시 미양면 보체길 47,726,242,한호경,031-677-8082,127.23815676,36.97389779
경기도,안성시,경로당,금화경로당,경기도 안성시 미양면 안성맞춤대로 439(금화아파트),70,26,김영미,,127.24015365,36.95391388
경기도,안성시,경로당,거청경로당,경기도 안성시 대덕면 하모산길 24,143,55,김도현,010-4721-4564,127.2390708,37.0291074
경기도,안성시,학교,명덕초등학교,경기도 안성시 대덕면 미륵로 16,388,149,장광주,031-676-9825,127.26261649,37.05070976
경기도,안성시,경로당,내건지경로당,경기도 안성시 대덕면 내건지길 18,175,67,유진섭,031-674-7420,127.23708533,37.01216323
경기도,안성시,학교,광덕초등학교,경기도 안성시 대덕면 내리1길 25,389,101,최성현,,127.22149406,37.00081679
경기도,안성시,경로당,분토경로당,경기도 안성시 보개면 분토길 8,76,23,유수연,031-678-3687,127.30016823,37.06794359
경기도,안성시,경로당,상삼동경로당,경기도 안성시 보개면 고삼호수로 508-6 ,172,52,유수연,031-672-3517,127.3036577,37.1005161
경기도,안성시,학교,개산초등학교,경기도 안성시 금광면 외개산길 42,805,309,이미화,031-676-3880,127.30222188,36.98415238
경기도,안성시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",서운산 자연휴양림,경기도 안성시 금광면 배티로 185-39 ,497,74,산림녹지과,031-678-2576,127.31374877,36.9425437
경기도,안성시,학교,금광초등학교,경기도 안성시 금광면 금광초교길 54,887,295,고희연,031-672-4173,127.32439665,37.00023734
경기도,안성시,경로당,상록동경로당,경기도 안성시 금광면 현곡길 76-15 ,111,91,김형철,031-673-8900,127.34779143,36.9782651
경기도,안성시,경로당,삼흥리 경로당,경기도 안성시 금광면 삼흥로 435,102,39,최유희,010-6741-8337,127.36315849,37.01257542
경기도,안성시,학교,서운중학교,경기도 안성시 서운면 바우덕이로 25,583,220,허승욱,031-672-9052,127.26407886,36.94482137
경기도,안성시,학교,산평초등학교,경기도 안성시 서운면 서운로 58,360,138,김혜린,,127.26143571,36.91990853
경기도,안성시,학교,현매초등학교,경기도 안성시 서운면 매향길 55-2 ,384,147,김황주,031-673-2356,127.23020018,36.93585682
경기도,안성시,경로당,두평경로당,경기도 안성시 죽산면 두평길 79,97,37,장창호,010-2366-6632,127.40361343,37.06682873
경기도,안성시,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",안성시다목적야영장,경기도 안성시 죽산면 용설호수길 55-33 ,190,76,교육청소년과,031-678-6856,127.45225653,37.06011778
경기도,안성시,학교,한겨레중고등학교,경기도 안성시 죽산면 칠장로 10-9 ,930,280,,,127.4230423,37.03615707
경기도,안성시,학교,광선초등학교,경기도 안성시 죽산면 개좌길 16,178,53,김미영,,127.43293026,37.00804348
경기도,안성시,관공서,삼죽면주민자치센터,경기도 안성시 삼죽면 삼죽로 112,357,108,문현정,,127.37461716,37.07252744
경기도,안성시,학교,삼죽초등학교,경기도 안성시 삼죽면 삼죽초교길 20,525,206,이영민,031-672-6060,127.37410678,37.0760153
경기도,안성시,학교,동아방송대학교,경기도 안성시 삼죽면 동아예대길 47,6370,900,이영연,,127.35838356,37.05785652
경기도,안성시,학교,고삼초등학교,경기도 안성시 고삼면 고삼호수로 37,186,50,최달해,031-673-0464,127.26454051,37.08237981
경기도,안성시,기타시설,고삼면종합복지회관,경기도 안성시 고삼면 고삼호수로 14,253,120,김원주,031-678-3973,127.26180286,37.08278276
경기도,김포시,학교,금파중학교,경기도 김포시 김포대로926번길 88-9 (북변동),842,323,김현태,,126.71937918,37.62387715
경기도,안성시,경로당,동부경로당,경기도 안성시 죽산면 중부길 53-1 ,121,46,장창호,010-4536-6806,127.42526437,37.07638619
경기도,안성시,학교,두원공과대학교,경기도 안성시 죽산면 관음당길 51,13227,500,서병국,,127.42274717,37.06596144
경기도,김포시,학교,고창중학교,경기도 김포시 초당로 15(장기동),770,296,김영희,,126.67060368,37.64139951
경기도,김포시,학교,고창초등학교,경기도 김포시 김포한강1로98번길 35(장기동),2723,1047,,,126.67250898,37.64587917
경기도,김포시,관공서,김포본동행정복지센터,경기도 김포시 북변1로 13(북변동),1976,760,윤은주,,126.70566096,37.62753135
경기도,안성시,학교,방초초등학교,경기도 안성시 일죽면 사실로 86,530,203,이희라,,127.43353937,37.11965002
경기도,안성시,학교,일죽중학교,경기도 안성시 일죽면 서동대로 7446,630,242,김주아,,127.47335529,37.09145723
경기도,안성시,경로당,서부경로당,경기도 안성시 일죽면 하동길 17,102,39,왕지운,010-5303-5446,127.47838068,37.09115009
경기도,안성시,관공서,일죽면사무소,경기도 안성시 일죽면 금일로 433,156,60,일죽면장,031-678-3635,127.47703718,37.0904253
경기도,안성시,기타시설,농민문화체육센터,경기도 안성시 일죽면 주래본죽로 6,1114,428,라정민,,127.47514556,37.09422142
경기도,안성시,학교,죽화초등학교,경기도 안성시 일죽면 죽화로 294-3 ,110,42,김태훈,,127.45817919,37.10734137
경기도,안성시,학교,죽산초등학교,경기도 안성시 죽산면 죽산초교길 43,755,290,,031-675-1127,127.42089435,37.07795447
경기도,안성시,학교,죽산중학교,경기도 안성시 죽산면 죽산향교길 52-9 ,950,365,이갑성,,127.42419676,37.08160828
경기도,김포시,마을회관,송마3리 마을회관,경기도 김포시 대곶면 산자뫼로 102,103,39,두춘언,,126.56501236,37.65527455
경기도,김포시,관공서,월곶면 행정복지센터,경기도 김포시 월곶면 군하로 263,155,59,,031-980-5341,126.5521113,37.71695093
경기도,김포시,학교,김포외국어고등학교,경기도 김포시 월곶면 김포대로 2537,1764,678,,,126.56752658,37.70179853
경기도,김포시,학교,하성중학교,경기도 김포시 하성면 애기봉로806번길 30,663,255,김택환,,126.62770794,37.71767015
경기도,김포시,관공서,하성면행정복지센터,경기도 김포시 하성면 애기봉로 845,153,58,,,126.63131209,37.72016206
경기도,김포시,학교,금성초등학교,경기도 김포시 하성면 하성로795번길 26,200,76,,,126.63235883,37.74502676
경기도,김포시,학교,김포제일고등학교,경기도 김포시 김포한강11로 242(운양동),858,330,우창훈,,126.67746747,37.65338515
경기도,김포시,학교,하늘빛중학교,경기도 김포시 김포한강11로 354(운양동),1394,536,서명규,,126.68850778,37.65492879
경기도,김포시,학교,운양고등학교,경기도 김포시 김포한강11로 58(운양동),886,340,변우복,,126.69027078,37.64513598
경기도,김포시,학교,마송중앙초등학교,경기도 김포시 통진읍 마송1로 140,816,313,,,126.59363701,37.68957545
경기도,김포시,학교,마송 중.고등학교 ,경기도 김포시 통진읍 서암로 7,1147,441,,,126.59337872,37.68738769
경기도,김포시,학교,통진중학교 ,경기도 김포시 통진읍 김포대로 2165,7558,2906,,,126.60187948,37.68574002
경기도,김포시,관공서,통진행정복지센터,경기도 김포시 통진읍 김포대로2250번길 24-11 ,825,317,,,126.59732421,37.69178476
경기도,김포시,학교,서암초등학교,경기도 김포시 통진읍 서암로184번길 9,804,309,,,126.60572785,37.69968804
경기도,김포시,학교,김포신곡중학교,경기도 김포시 고촌읍 수기로 54-20 ,570,219,,,126.76440099,37.59918513
경기도,김포시,학교,신곡초등학교,경기도 김포시 고촌읍 수기로 67-30 ,603,231,오혜숙,,126.76599693,37.59683178
경기도,김포시,관공서,고촌읍행정복지센터,경기도 김포시 고촌읍 장차로 14,551,211,,,126.77279986,37.60384521
경기도,김포시,학교,양곡초등학교,경기도 김포시 양촌읍 양곡로 556-3 ,933,358,,,126.62153237,37.65515991
경기도,김포시,학교,신양초등학교,경기도 김포시 양촌읍 양곡3로 47,888,341,최동석,,126.63362489,37.65601244
경기도,김포시,학교,양곡중학교,경기도 김포시 양촌읍 양곡4로 138,651,250,,,126.62580772,37.65970928
경기도,김포시,관공서,양촌읍행정복지센터,경기도 김포시 양촌읍 양곡1로68번길 37,163,62,박정우,,126.62544249,37.65725252
경기도,김포시,기타시설,풍무다목적체육관,경기도 김포시 양도로56번길 101(풍무동),743,285,조정남,031-996-5276,126.72947688,37.60238005
경기도,김포시,관공서,마산동행정복지센터,경기도 김포시 김포한강8로 246(마산동),335,102,,031-5186-3819,126.62599435,37.64060958
경기도,김포시,기타시설,김포생활체육관,경기도 김포시 김포한강8로 198-3 (마산동),2348,903,인광식,,126.64489984,37.64041552
경기도,김포시,학교,김포호수초등학교,경기도 김포시 김포한강4로420번길 87(구래동),675,259,,,126.63290128,37.65003495
경기도,김포시,학교,김포한가람초등학교,경기도 김포시 김포한강9로115번길 57(구래동),675,259,,,126.621927,37.64751485
경기도,김포시,관공서,구래동행정복지센터,경기도 김포시 김포한강9로115번길 25(구래동),343,131,한규열,,126.62368596,37.64649133
경기도,김포시,관공서,장기동행정복지센터,경기도 김포시 김포한강2로 112(장기동),529,160,,031-5186-3708,126.67149689,37.63967213
경기도,김포시,학교,감정중학교,경기도 김포시 감정로 25(감정동),1043,401,이형원,,126.7013603,37.62097533
경기도,김포시,학교,김포여자중학교,경기도 김포시 봉화로 37-15 (사우동),666,256,,,126.71350343,37.61840043
경기도,김포시,관공서,사우동행정복지센터,경기도 김포시 돌문로 51(사우동),216,83,,,126.71670652,37.61929486
경기도,김포시,기타시설,김포시종합사회복지관,경기도 김포시 사우중로 100(사우동),278,106,,,126.72234011,37.62304431
경기도,김포시,학교,양도중학교,경기도 김포시 양도로56번길 59-25 (풍무동),450,173,,,126.73037838,37.60504265
경기도,김포시,학교,유현초등학교,경기도 김포시 유현로33번길 50(풍무동),600,230,,,126.72585835,37.59864509
경기도,김포시,학교,신풍초등학교,경기도 김포시 풍무로208번길 14(풍무동),580,223,,,126.72664727,37.61285089
경기도,김포시,관공서,풍무동행정복지센터,경기도 김포시 풍무로 74(풍무동),2405,925,유정호,031-980-5384,126.72203738,37.60213255
대전광역시,서구,학교,가장초등학교,대전광역시 서구 가장로 150(가장동),842,323,엄병옥,042-527-7604,127.38829287,36.33027718
대전광역시,서구,경로당,가장들말경로당,대전광역시 서구 들말4길 24(가장동),248,95,김광엽,042-525-5996,127.38428383,36.32947448
대전광역시,서구,학교,대전내동초등학교,대전광역시 서구 동서대로1063번길 13(내동),918,353,홍성기,,127.37928064,36.33032233
대전광역시,서구,경로당,내동경로당,대전광역시 서구 동서대로1047번길 16(내동),155,59,김길상,042-523-2131,127.37845366,36.33133066
대전광역시,서구,학교,대전둔원중학교,대전광역시 서구 괴정로11번길 73(갈마동),705,271,안유진,,127.37636629,36.34206371
대전광역시,서구,학교,대전삼천중학교,대전광역시 서구 문정로 271(둔산동),934,359,박상환,,127.39491896,36.35822475
대전광역시,서구,학교,대전삼천초등학교,대전광역시 서구 둔산북로 232-33 (둔산동),275,105,김병대,,127.40142036,36.35380964
대전광역시,서구,학교,문정초등학교,대전광역시 서구 문정로 180(둔산동),1999,768,김홍미,042-0157,127.39553239,36.35084513
대전광역시,서구,경로당,삼천경로당,대전광역시 서구 둔산남로191번길 24(둔산동),135,51,이대치,042-482-0737,127.39892171,36.35001421
경기도,김포시,관공서,장기본동행정복지센터,경기도 김포시 김포대로 1433(장기동),1973,758,,,126.67168696,37.65232016
대전광역시,서구,경로당,도마1경로당,대전광역시 서구 도마시장1길 88(도마동),322,123,이병동,042-533-4906,127.38121199,36.3153047
대전광역시,서구,경로당,도림정경로당,대전광역시 서구 배재로46번길 70(도마동),141,54,권정채,042-523-5767,127.37279615,36.3128748
대전광역시,서구,기타시설,도마실국민체육센터,대전광역시 서구 유등로 235(도마동),981,377,윤진옥,042-288-2733,127.38520546,36.31221863
대전광역시,서구,기타시설,도솔다목적체육관,대전광역시 서구 배재로197번길 41(도마동),1667,641,윤진옥,042-288-2733,127.36783844,36.32458481
대전광역시,서구,기타시설,정림종합사회복지관,대전광역시 서구 계백로1286번길 86(정림동),144,55,,,127.36686724,36.30419172
대전광역시,서구,기타시설,용문종합사회복지관,대전광역시 서구 계룡로 626-1 (용문동),151,58,김동훈,,127.3913135,36.33913362
대전광역시,서구,학교,탄방초등학교,대전광역시 서구 탄방로 15(탄방동),986,379,임하은,,127.39150847,36.34545356
대전광역시,서구,경로당,남산경로당,대전광역시 서구 도솔로483번길 81(탄방동),126,48,신민식,,127.39968983,36.34496516
대전광역시,서구,기타시설,서구문화원,대전광역시 서구 계룡로553번길 38(탄방동),623,239,,,127.38555157,36.3446255
대전광역시,서구,학교,백운초등학교,대전광역시 서구 계룡로576번길 56(괴정동),206,206,,,127.38444263,36.34081706
대전광역시,서구,경로당,괴정경로당,대전광역시 서구 도산로335번길 62(괴정동),107,41,전병목,042-533-0393,127.38638301,36.33783686
