지자체명,단수지역,단수사유,단수시작일시,단수시작시간,단수종료일시,단수종료시간,공사명,공사개요,작성부서,작성일,담당자,연락처
청송군,안덕면 신성리,누수복구 및 유량계 설치작업,2019-05-14,22:00,2019-05-15,2:00,누수복구 및 유량계 설치작업,누수복구 및 유량계 설치작업,청송권지사,2019-05-13,황은경,054-870-0100
청송군,현동면,누수복구 및 유량계 설치작업,2019-05-14,22:00,2019-05-15,2:00,누수복구 및 유량계 설치작업,누수복구 및 유량계 설치작업,청송권지사,2019-05-13,황은경,054-870-0100
청송군,부남면 원천길,긴급누수복구공사,2019-05-10,13:30,2019-05-10,15:00,긴급누수복구공사,긴급누수복구공사,청송권지사,2019-05-10,황은경,054-870-0100
청송군,부남면 덕골길,유량계 고장으로 인한 설치공사,2019-05-08,14:00,2019-05-08,17:00,유량계 고장으로 인한 설치공사,유량계 고장으로 인한 설치공사,청송권지사,2019-05-08,황은경,054-870-0100
청송군,부남면 강변마길,유량계 고장으로 인한 설치공사,2019-05-08,14:00,2019-05-08,17:00,유량계 고장으로 인한 설치공사,유량계 고장으로 인한 설치공사,청송권지사,2019-05-08,황은경,054-870-0100
청송군,부남면 새벌길,유량계 고장으로 인한 설치공사,2019-05-08,10:00,2019-05-08,12:00,유량계 고장으로 인한 설치공사,유량계 고장으로 인한 설치공사,청송권지사,2019-05-08,황은경,054-870-0100
청송군,부남면 옥동길,유량계 고장으로 인한 설치공사,2019-05-08,10:00,2019-05-08,12:00,유량계 고장으로 인한 설치공사,유량계 고장으로 인한 설치공사,청송권지사,2019-05-08,황은경,054-870-0100
청송군,부남면 감연2길,유량계 고장으로 인한 설치공사,2019-05-08,10:00,2019-05-08,12:00,유량계 고장으로 인한 설치공사,유량계 고장으로 인한 설치공사,청송권지사,2019-05-08,황은경,054-870-0100
청송군,청송읍 중앙로,긴급 누수복구공사,2019-05-07,21:00,2019-05-07,23:59,긴급 누수복구공사,긴급 누수복구공사,청송권지사,2019-05-07,황은경,054-870-0100
청송군,현서면 두현리,청송군 현장조사,2019-04-30,13:00,2019-04-30,17:00,청송군 현장조사,청송군 현장조사,청송권지사,2019-04-30,황은경,054-870-0100
청송군,파천면,누수 위치 확인,2019-04-26,14:00,2019-04-26,15:00,누수 위치 확인,누수 위치 확인,청송권지사,2019-04-26,황은경,054-870-0100
청송군,청송읍 부곡리,누수 위치 확인,2019-04-26,14:00,2019-04-26,15:00,누수 위치 확인,누수 위치 확인,청송권지사,2019-04-26,황은경,054-870-0100
청송군,청송읍 월막리 일원,청송군 현장조사,2019-04-25,9:00,2019-04-25,17:00,청송군 현장조사,청송군 현장조사,청송권지사,2019-04-24,황은경,054-870-0100
청송군,안덕면 웃김지길,상수도관로 제수밸브교체공사,2019-04-18,14:00,2019-04-18,17:00,상수도관로 제수밸브교체공사,상수도관로 제수밸브교체공사,청송권지사,2019-04-18,황은경,054-870-0100
청송군,안덕면 복리,상수도관로 제수밸브교체공사,2019-04-18,14:00,2019-04-18,17:00,상수도관로 제수밸브교체공사,상수도관로 제수밸브교체공사,청송권지사,2019-04-18,황은경,054-870-0100
청송군,진도면 옹기도막길,청송군에서 진행하는 수도관로 조사,2019-04-17,9:00,2019-04-17,12:00,청송군에서 진행하는 수도관로 조사,청송군에서 진행하는 수도관로 조사,청송권지사,2019-04-16,황은경,054-870-0100
청송군,진보면 월전리,도로 확장공사를 위한 상수관로 가이설 공사,2019-04-17,13:30,2019-04-17,16:30,도로 확장공사를 위한 상수관로 가이설 공사,도로 확장공사를 위한 상수관로 가이설 공사,청송권지사,2019-04-16,황은경,054-870-0100
청송군,주왕산면,주왕산 정수장 노후 유량계 교체공사,2019-04-17,21:00,2019-04-17,23:59,주왕산 정수장 노후 유량계 교체공사,주왕산 정수장 노후 유량계 교체공사,청송권지사,2019-04-16,황은경,054-870-0100
청송군,주왕산면,주왕산 정수장 노후 유량계 교체공사,2019-04-17,23:00,2019-04-18,2:00,주왕산 정수장 노후 유량계 교체공사,주왕산 정수장 노후 유량계 교체공사,청송권지사,2019-04-16,황은경,054-870-0100
청송군,진보면 월전리,상수관로 가이설 공사,2019-04-16,13:30,2019-04-16,17:00,상수관로 가이설 공사,상수관로 가이설 공사,청송권지사,2019-04-15,황은경,054-870-0100
청송군,청송읍 중앙로,도로공사 중 수도관 파열,2019-04-15,9:00,2019-04-15,10:00,도로공사 중 수도관 파열,도로공사 중 수도관 파열,청송권지사,2019-04-15,황은경,054-870-0100
청송군,안덕면 문거리,교량공사로 인한 상수도 가이설,2019-04-12,13:30,2019-04-12,16:30,교량공사로 인한 상수도 가이설,교량공사로 인한 상수도 가이설,청송권지사,2019-04-12,황은경,054-870-0100
청송군,안덕면 문거리,교량공사로 인한 상수도 가이설,2019-04-11,13:30,2019-04-11,16:00,교량공사로 인한 상수도 가이설,교량공사로 인한 상수도 가이설,청송권지사,2019-04-11,황은경,054-870-0100
청송군,안덕면 문거,긴급도로누수복구공사,2019-04-08,11:30,2019-04-08,13:30,긴급도로누수복구공사,긴급도로누수복구공사,청송권지사,2019-04-08,황은경,054-870-0100
청송군,석정길,누수 복구 작업,2019-03-22,13:00,2019-03-22,15:00,누수 복구 작업,누수 복구 작업,청송권지사,2019-03-22,황은경,054-870-0100
청송군,아방실길,누수 복구 작업,2019-03-18,13:00,2019-03-18,15:00,누수 복구 작업,누수 복구 작업,청송권지사,2019-03-18,황은경,054-870-0100
청송군,청송읍 청운리,누수복구공사,2019-03-05,13:00,2019-03-05,17:00,누수복구공사,누수복구공사,청송권지사,2019-03-05,황은경,054-870-0100
청송군,청송읍 청운리,누수복구공사,2019-03-04,13:00,2019-03-04,17:00,누수복구공사,누수복구공사,청송권지사,2019-03-04,황은경,054-870-0100
청송군,안덕면 문거리,교량공사로 인한 상수도배관 임시 이설공사,2019-02-26,14:00,2019-02-26,17:00,교량공사로 인한 상수도배관 임시 이설공사,교량공사로 인한 상수도배관 임시 이설공사,청송권지사,2019-02-26,황은경,054-870-0100
청송군,부남면 아방실길,전기계량기 교체작업,2019-02-26,14:00,2019-02-26,14:30,전기계량기 교체작업,전기계량기 교체작업,청송권지사,2019-02-26,황은경,054-870-0100
청송군,안덕면 직동안길,신규급수공사,2019-02-15,10:50,2019-02-15,11:50,신규급수공사,신규급수공사,청송권지사,2019-02-15,황은경,054-870-0100
청송군,안덕면 직동길,신규급수공사,2019-02-15,10:50,2019-02-15,11:50,신규급수공사,신규급수공사,청송권지사,2019-02-15,황은경,054-870-0100
청송군,부남면 한앞길,긴급 누수복구 작업,2019-02-01,9:50,2019-02-01,11:00,긴급 누수복구 작업,긴급 누수복구 작업,청송권지사,2019-02-01,황은경,054-870-0100
청송군,안덕면 복리길,누수복구작업,2019-01-29,14:00,2019-01-29,16:00,누수복구작업,누수복구작업,청송권지사,2019-01-29,황은경,054-870-0100
청송군,안덕면 웃김지길,누수복구작업,2019-01-29,14:00,2019-01-29,16:00,누수복구작업,누수복구작업,고객지원,2019-01-29,황은경,054-870-0100
청송군,현동면 도평5길,누수로 인한 복구 작업,2019-01-09,14:00,2019-01-09,16:00,누수로 인한 복구 작업,누수로 인한 복구 작업,청송권지사,2019-01-09,황은경,054-870-0100
청송군,현동면 도평4길,누수로 인한 복구 작업,2019-01-09,14:00,2019-01-09,16:00,누수로 인한 복구 작업,누수로 인한 복구 작업,청송권지사,2019-01-09,황은경,054-870-0100
청송군,진보면 본마을2길,상수도 복구 작업,2019-01-07,22:00,2019-01-08,2:00,상수도 복구 작업,상수도 복구 작업,청송권지사,2019-01-07,황은경,054-870-0100
청송군,진보면 진보로,상수도 긴급 복구 작업,2019-01-07,22:00,2019-01-08,2:00,상수도 긴급 복구 작업,상수도 긴급 복구 작업,청송권지사,2019-01-07,황은경,054-870-0100
청송군,진보면 진보로,상수도 긴급 복구 작업,2019-01-07,16:00,2019-01-07,17:00,상수도 긴급 복구 작업,상수도 긴급 복구 작업,청송권지사,2019-01-07,황은경,054-870-0100
봉화군,다덕로,긴급누수복구,2019-12-24,13:30,2019-12-24,15:00,긴급누수복구,긴급누수복구,봉화수도관리단,2019-12-24,,
봉화군,기촌길,계량기함통교체,2019-12-05,10:00,2019-12-05,16:00,계량기함통교체,계량기함통교체,봉화수도관리단,2019-12-05,,
봉화군,봉성면다덕지구,봉성면다덕지구가압장보수,2019-11-21,0:00,2019-11-21,0:00,봉성면다덕지구가압장보수,봉성면다덕지구가압장보수,봉화수도관리단,2019-11-21,,
봉화군,춘양,상수도두,2019-11-12,0:00,2019-11-12,0:00,나,나노,봉화수도관리단,2019-11-12,,
봉화군,춘양면 서원촌길,상수도계량기함이설(춘양중.고등학교),2019-11-12,0:00,2019-11-12,0:00,상수도계량기함이설(춘양중.고등학교),상수도계량기함이설(춘양중.고등학교),봉화수도관리단,2019-11-12,,
봉화군,오록1길,긴급누수복구,2019-10-16,15:50,2019-10-16,17:00,긴급누수복구,긴급누수복구,봉화수도관리단,2019-10-16,,
봉화군,봉화읍유곡리및봉성면금봉리일원,도로누수긴급복구,2019-09-19,0:00,2019-09-19,0:00,도로누수긴급복구,도로누수긴급복구,봉화수도관리단,2019-09-19,,
봉화군,봉화읍내성3리일부지역,도로누수긴급복구,2019-09-19,0:00,2019-09-19,0:00,도로누수긴급복구,도로누수긴급복구,봉화수도관리단,2019-09-19,,
봉화군,춘양면 강변아파트,도로누수긴급복구,2019-08-14,0:00,2019-08-14,0:00,도로누수긴급복구,도로누수긴급복구,봉화수도관리단,2019-08-14,,
봉화군,내성3리일원,도로누수복구,2019-08-11,0:00,2019-08-11,0:00,도로누수복구,도로누수복구,봉화수도관리단,2019-08-11,,
봉화군,춘양면 강변아파트,관로점검,2019-08-06,0:00,2019-08-06,0:00,관로점검,관로점검,봉화수도관리단,2019-08-06,,
봉화군,봉화읍 도촌리,도로누수 복구,2019-08-01,0:00,2019-08-01,0:00,도로누수 복구,도로누수 복구,봉화수도관리단,2019-08-01,,
봉화군,봉성면 덕창마길,수도시설공사,2019-06-25,0:00,2019-06-25,0:00,소규모유량계설치,소규모유량계설치,봉화수도관리단,2019-06-25,,
봉화군,재산면현동3리,도로누수 긴급복구,2019-06-12,0:00,2019-06-12,0:00,도로누수긴급복구,도로누수긴급복구,봉화수도관리단,2019-06-12,,
봉화군,물야면,신규급수구역통수시험,2019-05-22,13:30,2019-05-22,16:00,신규급수구역통수시험,신규급수구역통수시험,봉화수도관리단,2019-05-22,,
봉화군,재산면,정전으로인한시설물복구,2019-04-10,0:00,2019-04-10,0:00,정전으로인한시설물복구,정전으로인한시설물복구,봉화수도관리단,2019-04-10,,
봉화군,춘양면 학산길,상수관로 긴급복구,2019-03-25,15:00,2019-03-25,17:00,상수관로 긴급복구,상수관로 긴급복구,봉화수도관리단,2019-03-25,,
봉화군,봉화읍 거촌리,수압조절밸브 교체,2019-02-22,13:00,2019-02-22,18:00,수압조절밸브 교체,수압조절밸브 교체,봉화수도관리단,2019-02-21,,
봉화군,거촌1리일부,간헐적인 출수불량,2019-02-03,0:00,2019-02-03,0:00,거촌1리,거촌1리,봉화수도관리단,2019-02-03,,
봉화군,봉화읍석평1리,도로누수긴급복구,2019-01-04,0:00,2019-01-04,0:00,도로누수긴급복구,도로누수긴급복구,봉화수도관리단,2019-01-04,,
거제군,둔덕면,긴급복구공사,2019-05-03,15:00,2019-05-03,17:00,둔덕면 긴급복구공사,복구공사,거제권지사,2019-05-03,,
거제군,거제면,누수수선,2019-04-25,0:00,2019-04-25,0:00,누수수선,관로작업,거제권지사,2019-04-25,,
