업체명,품목명,주소,대표전화번호,시도명,시군구명,경도,위도
하나로마트 동대구농협본점,"쌀, 부식류, 생필품 등",대구광역시 수성구 달구벌대로 2487(범어동),053-751-0094,대구광역시,수성구,128.6346411,35.85924414
이마트 만촌점,"쌀, 부식류, 생필품 등",대구광역시 수성구 동원로 136(만촌동),053-602-1052,대구광역시,수성구,128.6371473,35.87120649
동아백화점 수성점,"쌀, 부식류, 생필품 등",대구광역시 수성구 지범로 191(범물동),053-780-2301,대구광역시,수성구,128.6403608,35.82107224
동아마트 수성점,"쌀, 부식류, 생필품 등","대구광역시 수성구 수성로 393(수성동4가, 수성하이츠)",053-754-2031,대구광역시,수성구,128.6132923,35.86116149
이마트 성서점,"쌀, 부식류, 생필품 등",대구광역시 달서구 이곡동로 24(이곡동),053-605-1119,대구광역시,달서구,128.5101684,35.85332959
이마트 월배점,"쌀, 부식류, 생필품 등",대구광역시 달서구 진천로 92(대천동),053-607-1050,대구광역시,달서구,128.5236551,35.81718563
홈플러스 성서점,"쌀, 부식류, 생필품 등",대구광역시 달서구 달구벌대로 1467(용산동),053-550-8121,대구광역시,달서구,128.5274058,35.84945361
홈플러스 상인점,"쌀, 부식류, 생필품 등",대구광역시 달서구 월배로 183(상인동),053-380-8121,대구광역시,달서구,128.5325521,35.8182778
하나로마트 달성점,"쌀, 부식류, 생필품 등",대구광역시 달성군 화원읍 성천로 9,053-607-2051,대구광역시,달성군,128.4871823,35.79929079
성원할인마트,"쌀, 부식류, 생필품 등",대구광역시 달성군 논공읍 논공로21길 14-16,053-614-8481,대구광역시,달성군,128.4457874,35.7304328
대백마트 다사점,"쌀, 부식류, 생필품 등",대구광역시 달성군 다사읍 달구벌대로174길 7,053-588-7007,대구광역시,달성순,128.4632081,35.8580182
공단할인마트,"쌀, 부식류, 생필품 등",대구광역시 달성군 옥포읍 시저로 4,053-611-2508,대구광역시,달성군,128.4310183,35.77985909
킹스할인마트 현풍점,"쌀, 부식류, 생필품 등",대구광역시 달성군 현풍읍 비슬로130길 10,053-611-0231,대구광역시,달성군,128.4399006,35.69425349
이마트 트레이더스 송림점,"쌀, 부식류, 생필품 등",인천광역시 동구 봉수대로 82(송림동),032-722-1119,인천광역시,동구,126.6603513,37.48305893
이마트 인천공항점,"쌀, 부식류, 생필품 등",인천광역시 중구 공항로424번길 36(운서동),032-744-1234,인천광역시,중구,126.4577937,37.43993051
이마트 동인천점,"쌀, 부식류, 생필품 등",인천광역시 중구 인중로 134(신생동),032-451-1234,인천광역시,중구,126.6291743,37.46655131
홈플러스 숭의지점,"쌀, 부식류, 생필품 등",인천광역시 미추홀구 석정로 51(숭의동),032-719-2020,인천광역시,미추홀구,126.6435082,37.46558683
롯데슈퍼 연수점,"쌀, 부식류, 생필품 등",인천광역시 연수구 원이재로 59(동춘동),032-815-8114,인천광역시,연수구,126.6728474,37.4069405
남동농협 하나로마트,"쌀, 부식류, 생필품 등",인천광역시 남동구 장승로 28,032-460-6705,인천광역시,남동구,126.7352625,37.44532597
부평농협 하나로마트,"쌀, 부식류, 생필품 등",인천광역시 부평구 길주로 597(갈산동),032-500-2558,인천광역시,부평구,126.7289047,37.50749583
홈플러스 작전점,"쌀, 부식류, 생필품 등",인천광역시 계양구 계양대로 27(작전동),032-540-8000,인천광역시,계양구,126.7212582,37.52617767
이마트 계양점,"쌀, 부식류, 생필품 등",인천광역시 계양구 봉오대로 785(작전동),032-717-1234,인천광역시,계양구,126.7368967,37.53103804
홈플러스 인천가좌점,"쌀, 부식류, 생필품 등",인천광역시 서구 가정로151번길 11(가좌동),032-453-8124,인천광역시,서구,126.6707373,37.49764729
이마트 인천검단점,"쌀, 부식류, 생필품 등",인천광역시 서구 서곶로 754(당하동),032-440-1051,인천광역시,서구,126.6772162,37.58571509
롯데마트 인천청라점,"쌀, 부식류, 생필품 등",인천광역시 서구 청라커낼로 252(청라동),032-590-2521,인천광역시,서구,126.6477824,37.53025357
홈플러스 인천청라점,"쌀, 부식류, 생필품 등",인천광역시 서구 중봉대로 587(경서동),032-723-8925,인천광역시,서구,126.648742,37.53237386
롯데마트 검단점,"쌀, 부식류, 생필품 등",인천광역시 서구 원당대로 581(마전동),032-560-2524,인천광역시,서구,126.6645754,37.59453197
하나로마트 강화농협농산물직판장,"쌀, 부식류, 생필품 등",인천광역시 강화군 강화읍 중앙로 68,032-934-0901,인천광역시,강화군,126.4875838,37.73790972
플러스마트 강화점,"쌀, 부식류, 생필품 등",인천광역시 강화군 강화읍 남문로 7,032-934-8262,인천광역시,강화군,126.4880717,37.73859729
중앙마트,"쌀, 부식류, 생필품 등",인천광역시 강화군 강화읍 강화대로429,032-932-2015,인천광역시,강화군,126.4839146,37.74693259
이브자리 강화점,"담요, 전기매트 등",인천광역시 강화군 강화읍 강화대로 388,032-933-1888,인천광역시,강화군,126.487966,37.74543233
한일자동펌프,양 수 기 등,인천광역시 강화군 강화읍강화대로284,032-932-3083,인천광역시,강화군,126.4982905,37.7412032
재 경 약 국,응급약품세트,인천광역시 강화군 강화읍강화대로412,032-934-4741,인천광역시,강화군,126.4859736,37.7466913
하나로마트 강화농협중앙지점,"쌀, 부식류, 생필품 등",인천광역시 강화군 강화읍 강화대로 391,032-934-0541,인천광역시,강화군,126.4873089,37.74524865
하나로마트 인천농협본점 ,"쌀, 부식류, 생필품 등",인천광역시 중구 인중로41번길 1(신흥동),032-760-1311,인천광역시,중구,126.6383057,37.46340509
이마트 동광주점,개별구호물품,광주광역시 동구 중앙로 358(계림동),062-519-1050,광주광역시,동구,126.9202183,35.16359189
전남농산물직판장,"생필품, 주부식류",광주광역시 서구 화정로 312(농성동),062-365-0226,광주광역시,서구,126.8900051,35.1502327
남광주농협,개별구호물품,광주광역시 남구 대남대로 169(주월동),062-600-3336,광주광역시,남구,126.9065694,35.13341232
장터마트,개별구호물품,광주광역시 북구 호동로 13(용봉동),062-262-2702,광주광역시,북구,126.9138187,35.17509775
한들마트,개별구호물품,광주광역시 광산구 내상로 3(송정동),062-945-5080,광주광역시,광산구,126.7950781,35.14122626
홈플러스 가오점,부식류 등(개별구호물품),대전광역시 동구 은어송로 72(가오동),042-281-8000,대전광역시,동구,127.4579858,36.30696782
농협 대전 농산물유통센터,부식류 등(개별구호물품),대전광역시 중구 대둔산로 199번길 43(산성동),042-580-5030,대전광역시,중구,127.3784461,36.28859086
홈플러스 둔산점,부식류 등(개별구호물품),대전광역시 서구 문예로 107,042-611-8121,대전광역시,서구,127.3891648,36.35637169
유성농협 하나로마트 궁동점,부식류 등(개별구호물품),대전광역시 유성구 농대로 13(궁동),042-822-2869,대전광역시,유성구,127.3529005,36.36184286
회덕농협 와동점,부식류 등(개별구호물품),대전광역시 대덕구 와동 372-3,042-622-9020,대전광역시,대덕구,127.4230688,36.40119102
신탄진농협,부식류 등(개별구호물품),대전광역시 대덕구 덕암동 60-6,042-931-5501,대전광역시,대덕구,127.4223272,36.43702164
홈플러스 울산점,"생수, 쌀, 부식류 등",울산광역시 중구 번영로 475,052-290-8124,울산광역시,중구,129.3348601,35.5643864
한사랑약국,응급의약품,"울산광역시 중구 번영로 475, 1층",052-296-9991,울산광역시,중구,129.3348601,35.5643864
희망약국,응급의약품,"울산광역시 중구 번영로 590, 103호",052-294-0906,울산광역시,중구,129.3464899,35.56895165
롯데마트 울산점,"수건, 가스버너, 취사도구 등",울산광역시 남구 삼산로 74,052-228-2521,울산광역시,남구,129.3159085,35.53397811
모여라마트,"생수, 쌀, 부식류 등",울산광역시 동구 월봉10길 19,052-201-8383,울산광역시,동구,129.4199415,35.49402033
팜플러스약국,응급의약품,울산광역시 동구 방어진순환도로 637,052-234-6664,울산광역시,동구,129.4274742,35.49897226
롯데마트 진장점,"생수, 쌀, 부식류 등",울산광역시 북구 진장유통로 64,052-240-2522,울산광역시,북구,129.359025,35.57600457
느티나무약국,응급의약품,울산광역시 북구 진장유통로 90 농협울산유통센터 내,052-287-7320,울산광역시,북구,129.3587525,35.57911086
메가마트 언양점,"생수, 쌀, 부식류 등",울산광역시 울주군 삼남면 반구대로 612,052-255-6021,울산광역시,울주군,129.1175976,35.54633971
나이스 할인클럽,"생수, 쌀, 부식류 등",울산광역시 울주군 온산읍 덕망로 3,052-237-7111,울산광역시,울주군,129.308386,35.43381808
임약국,응급의약품,울산광역시 울주군 언양읍 헌양길 46,052-262-0073,울산광역시,울주군,129.1250173,35.56519951
부산약국,응급의약품,울산광역시 울주군 온산읍 덕신로 258,052-238-6677,울산광역시,울주군,129.30966,35.43339426
천사마트,"쌀, 부식류, 생필품 등",세종특별자치시 조치원읍 충현로 50,044-862-1004,세종특별자치시,조치원읍,127.2987575,36.59359741
세종중앙농협 나성지점,"쌀, 부식류, 생필품 등",세종특별자치시 나성로 96 더센트럴 1층,044-868-4538,세종특별자치시,나성로,127.2610025,36.48787896
뉴마트,"쌀, 부식류, 생필품 등",세종특별자치시 한누리대로 291,044-863-9458,세종특별자치시,한누리대로,127.2560339,36.49020931
이마트 세종점,"쌀, 부식류, 생필품 등",세종특별자치시 금송로 687(가람동),044-902-1251,세종특별자치시,금송로,127.2509825,36.47089965
조치원농협 하나로마트,"쌀, 부식류, 생필품 등",세종특별자치시 조치원읍 대첩로 5,044-865-2460,세종특별자치시,조치원읍,127.2955885,36.59546418
이마트에브리데이,"쌀, 부식류, 생필품 등",세종특별자치시 남세종로 469(소담동),044-417-6117,세종특별자치시,남세종로,127.2893791,36.47646497
홈플러스 조치원점,"쌀, 부식류, 생필품 등",세종특별자치시 조치원읍 허만석로 60,044-861-8124,세종특별자치시,조치원읍,127.2977265,36.58637293
이마트 광교점,"쌀, 부식류 등",경기도 수원시 영통구 광교로 191,031-328-9151,경기도,수원시,127.0469544,37.29635002
이마트 화정점,"쌀, 부식류 등",경기도 고양시 덕양구 백양로79,031-995-1050,경기도,고양시,126.8333993,37.63268708
㈜한울정보넷,"천막, 탁자, 의자 등",경기도 일산동구 일산로463번길 48-1,031-918-1244,경기도,일산동구,126.7741046,37.67227055
용인농협 파머스마켓,"생수, 쌀, 부식류 등",경기도 용인시 처인구 금령로55번길 16,031-321-7100,경기도,용인시,127.2020682,37.2352459
그랜드약국,응급의약품,경기도 용인시 처인구 금령로71번길 16,031-335-4996,경기도,용인시,127.2037711,37.2362879
농협성남농산물종합유통센터,"쌀, 부식류 등",경기도 성남시 분당구 성남대로43번길 11,031-738-9113,경기도,성남시,127.106677,37.33876499
해인약국,응급의약품,경기도 성남시 분당구 양현로 310번길 7,031-8017-2243,경기도,성남시,127.1246625,37.41155732
부천농협하나로마트,"쌀, 부식류 등",경기도 부천시 신흥로 187,032-321-3675,경기도,부천시,126.7764809,37.50032289
정약국,응급의약품,경기도 부천시 길주로 221,032-327-8791,경기도,부천시,126.7672363,37.50471572
안산농협하나로마트,"쌀, 부식류 등",경기도 안산시 상록구 예술광장로 75,031-405-8511,경기도,안산시,126.8443706,37.32758804
농협하나로마트,"생수, 쌀, 부식류 등",경기도 화성시 남양읍 남양시장로 58-6,031-356-2905,경기도,화성시,126.8152382,37.2085425
동남마트,"쌀, 부식류 등",경기도 남양주시 홍유릉로 282,031-559-8863,경기도,남양주시,127.2016484,37.62725946
이마트 남양주점,"쌀, 부식류 등",경기도 남양주시 늘을2로 27,031-590-1051,경기도,남양주시,127.2430529,37.65504747
다보약국,응급의약품,경기도 남양주시 사릉로 431,031-573-9028,경기도,남양주시,127.1766756,37.65710591
관양할인마트,"쌀, 부식류, 생필품",경기도 안양시 동안구 관평로328번길 36,031-381-6161,경기도,안양시,126.9594277,37.40471399
우리마트,"쌀, 부식류, 생필품",경기도 안양시 만안구 석천로171번길 20,031-381-8185,경기도,안양시,126.9079976,37.4128602
신라약국,응급 의약품,경기도 안양시 동안구 관평로 227,031-381-1563,경기도,안양시,126.9578362,37.3967539
평택농협하나로마트,"쌀, 부식류 등",경기도 평택시 평택1로 45,031-8053-6850,경기도,평택시,127.0876083,36.99621407
롯데마트 의정부점,"쌀, 부식류 등",경기도 의정부시 산단로76번길116,031-850-2514,경기도,의정부시,127.0842716,37.74279157
롯데마트 장암점,"쌀, 부식류 등",경기도 의정부시 장곡로 224,031-849-2523,경기도,의정부시,127.0530594,37.72370423
장암프라자약국,응급의약품,경기도 의정부시 발곡로 34,031-826-5571,경기도,의정부시,127.0586211,37.73089126
광탄농협하나로마트,"쌀, 부식류 등",경기도 파주시 광탄면 신산리 366-1,031-947-7871,경기도,파주시,126.8449091,37.78331949
금촌코끼리약국,응급의약품,"경기도 파주시 시청로 2, 1층",031-948-8275,경기도,파주시,126.7742406,37.75784489
이마트 시화점,부식류 등,경기도 시흥시 정왕대로 210,031-496-4123,경기도,시흥시,126.7368714,37.34594206
굿마트,부식류 등,경기도 시흥시 시청로68번길 14,031-404-5949,경기도,시흥시,126.8012604,37.38130695
이마트 에브리데이,부식류 등,경기도 시흥시 새재로17번길 3,031-315-8364,경기도,시흥시,126.8017629,37.38105299
김포농협하나로마트,"쌀, 부식류 등",경기도 김포시 북변로 11,031-984-8251,경기도,김포시,126.7129803,37.6316148
팜스마트 사우점,"쌀, 부식류 등",경기 김포시 사우로 15,031-997-3134,경기도,김포시,0,0
이마트 광명점,"생수, 쌀, 부식류 등",경기도 광명시 오리로970 (광명동) ,02-2627-6302,경기도,광명시,126.8556443,37.47946062
철산약국,응급의약품,경기도 광명시 오리로 857(철산동) ,02-2612-2342,경기도,광명시,126.8662612,37.47489734
크로바쇼핑,"쌀, 부식류 등",경기도 광주시 송정로 15(송정동),031-798-4141,경기도,광주시,127.2570596,37.41872399
럭키마트,"쌀, 부식류 등",경기도 군포시 산본천로 18,031-393-0189,경기도,군포시,126.9263946,37.35860355
이천농협,"쌀, 부식류 등",경기도 이천시 영창로 235(창전동),031-634-7164,경기도,이천시,127.4486321,37.28116529
콜마트,"쌀, 부식류 등",경기도 오산시 운천로115,031-373-0555,경기도,오산시,127.074154,37.15322185
수협바다마트 신장점,"쌀, 부탄가스 등",경기도 하남시 대청로22번길 17,031-794-6114,경기도,하남시,127.2155501,37.53998537
양주농협하나로마트,"쌀, 부식류 등",경기도 양주시 고읍로 76,031-848-8460,경기도,양주시,127.0797591,37.79641058
광적농협하나로마트,"쌀, 부식류 등",경기도 양주시 광적면 가래비길 132,031-837-0083,경기도,양주시,126.9838159,37.82622341
상대유통,"쌀, 부식류 등","경기도 구리시 동구릉로136번길 90(인창동,구리농수산물수산2동 1층 21110호)",031-567-9500,경기도,구리시,127.144483,37.6159287
농협하나로마트 수평점,"쌀, 부식류 등",경기도 구리시 이문안로 86,031-550-9364,경기도,구리시,127.1410565,37.59179101
안성농업협동조합,"쌀,부식류 등",경기도 안성시 중앙로 372번길 26,031-678-1880,경기도,안성시,127.2672411,37.0066568
포천농업협동조합,"식품류, 생필품 등",경기도 포천시 중앙로 175,031-534-1906,경기도,포천시,127.2063136,37.90114883
GS 슈퍼마켓 의왕점,쌀 및 부식류,경기도 의왕시 사천로 15,031-453-3067,경기도,의왕시,126.9774515,37.34601287
롯데마트 의왕점,쌀 및 부식류,경기도 의왕시 계원대학로 7,031-470-2520,경기도,의왕시,126.9728711,37.38054323
여주농협하나로마트,"쌀, 부식류 등",경기도 여주시 여흥로 47번길 8-16,031-883-3045,경기도,여주시,127.6298813,37.29803732
여주축협하나로마트,"쌀, 부식류 등",경기도 여주시 강변북로 50,031-886-2471,경기도,여주시,127.6459888,37.3020351
양평농협하나로마트,"쌀, 부식류 등",경기도 양평군 양평읍 남북로 96,031-775-0411,경기도,양평군,127.5026649,37.49086686
국민마트 동두천점,"쌀, 부식류 등",경기도 동두천시 장고갯로 50,031-867-8249,경기도,동두천시,127.0610385,37.89992366
농협하나로마트 동두천점,"쌀, 부식류 등",경기도 동두천시 중앙로 207,031-861-3304,경기도,동두천시,127.0522865,37.89996751
이마트 과천점,"쌀, 생수, 부식류 등",경기도 과천시 별양상가3로 11,02-6445-4123,경기도,과천시,126.9918607,37.42629557
하나로마트 과천점,"쌀, 생수, 부식류 등",경기도 과천시 별양로 178 ,02-500-3300,경기도,과천시,126.998201,37.43365949
가평군농협하나로마트,"쌀, 부식류 등",경기도 가평군 가평읍 가화로 120,031-581-2390,경기도,가평군,127.5141709,37.83017035
연천농협하나로마트,"쌀, 부식류 등",경기도 연천군 연천읍 연천역로 11,031-834-2088,경기도,연천군,127.0764041,38.10158642
전곡농협하나로마트,"쌀, 부식류 등",경기도 연천군 전곡읍 평화로 557,031-830-3258,경기도,연천군,127.067204,38.02021465
중앙약국,응급의약품,경기도 연천군 연천읍 연천로252번길 3,031-834-0124,경기도,연천군,127.0747883,38.09935959
춘천농협하나로마트 소양점,생필품 등,강원도 춘천시 소양로3가 110-1,033-253-8030,강원도,춘천시,127.7237068,37.88360308
원주원예 하나로클럽,생필품 등,강원도 원주시 무실로 182,033-749-8841,강원도,원주시,127.9392853,37.34144323
양돈농협하나로마트 신교동지점,생필품 등,강원도 강릉시 솔올로 9,033-655-2216,강원도,강릉시,128.8772215,37.76292078
강릉원마트,생필품 등,강원도 강릉시 성덕포남로 67,033-652-5466,강원도,강릉시,128.9175307,37.76046918
동해시청편의점,생필품 등,강원도 동해시 천곡로 77,033-532-6037,강원도,동해시,129.1143606,37.52473023
원마트,생필품 등,강원도 태백시 황지로 168,033-553-0788,강원도,태백시,128.991507,37.17366008
속초농협하나로마트 엑스포점,생필품 등,강원도 속초시 동해대로 4202,033-630-1500,강원도,속초시,128.5790298,38.19456392
속초농협하나로마트 중앙시장점,생필품 등,강원도 속초시 중앙로147번길 16,033-633-1508,강원도,속초시,128.5901906,38.20452186
삼척농협하나로마트,생필품 등,강원도 삼척시 정상로 78,033-571-8915,강원도,삼척시,129.1755098,37.44884887
홍천내고향마트,"생필품 등(생수,쌀,부식,즉석식품,부탄가스,칫솔,화장지 등)",강원도 홍천군 홍천읍 희망로13길 9,033-433-0300,강원도,홍천군,127.8897536,37.69499562
델마트,생필품 등,강원도 횡성군 횡성읍 한우로 247,033-343-3341,강원도,횡성군,127.9829129,37.49167616
하나로마트 횡성농협본점,생필품 등,강원도 횡성군 횡성읍 문정로 46,033-344-2914,강원도,횡성군,127.9882337,37.48866504
롯데슈퍼 영월점,생필품 등,강원도 영월군 영월읍 단종로15번길 60-13,033-373-5601,강원도,영월군,128.4647033,37.18541166
평창축협 하나로마트,생필품 등,강원도 평창군 평창읍 백오로 9 ,033-334-2315,강원도,평창군,128.390475,37.36818252
평창농협 하나로마트,생필품 등,강원도 평창군 평창읍 백오로 63,033-332-2533,강원도,평창군,128.393501,37.36795635
하나로마트 진부농협점,생필품 등,강원도 평창군 진부면 진부중앙로 27,033-335-8244,강원도,평창군,128.5560274,37.63470276
K마트,생필품 등,강원도 정선군 정선읍 정선로 1255,033-563-4331,강원도,정선군,128.6540494,37.37893649
한일슈퍼마켓,생필품 등,강원도 정선군 정선읍 정선로 1341,033-563-0105,강원도,정선군,128.6630403,37.37980814
정선농협 하나로마트,생필품 등,강원도 정선군 정선읍 봉양7길 34,033-563-2346,강원도,정선군,128.6654806,37.37961252
동철원농협 하나로마트,생필품 등,강원도 철원군 갈말읍 삼부연로 17,033-452-6222,강원도,철원군,127.3099743,38.14566219
할렐루야 슈퍼,생필품 등,강원도 화천군 화천읍 산수화로1길 29,033-442-7800,강원도,화천군,127.7076714,38.10717015
양구농협하나로마트 정중앙점,생필품 등,강원도 양구군 양구읍 청춘로 73-20,033-481-2089,강원도,양구군,127.9927412,38.09664307
하나로마트 인제농협본점,생필품 등,강원도 인제군 인제읍 비봉로 23,033-461-2572,강원도,인제군,128.1739774,38.06752662
하나로마트 인제농협원통점,생필품 등,강원도 인제군 북면 원통로 164,033-461-3280,강원도,인제군,128.2031829,38.12172496
금강농협 파머스마켓,생필품 등,강원도 고성군 간성읍 간성북로7번길 15,033-681-2294,강원도,고성군,128.4699248,38.38057654
양양농협하나로마트,생필품 등,강원도 양양군 양양읍 남문5길 18,033-671-0071,강원도,양양군,128.6228683,38.07386156
양양축협하나로마트,생필품 등,강원도 양양군 양양읍 양양로 49,033-671-8868,강원도,양양군,128.623772,38.07582964
이마트 청주점,"생수, 쌀 등",충청북도 청주시 서원구 청남로 1853 ,043-210-1051,충청북도,청주시,127.474617,36.60117672
농협하나로클럽 청주점,"생수, 쌀 등",충청북도 청주시 상당구 무농정로 32,043-290-0143,충청북도,청주시,127.5073919,36.60481735
하나로마트 충북원예농협 본점,"생수, 쌀, 부식 등",충청북도 충주시 번영대로 225,043-850-5934,충청북도,충주시,127.9427389,36.98746566
제천농협 하나로마트,"생수, 쌀, 부식 등",충청북도 제천시 숭문로 92,043-653-8071,충청북도,제천시,128.2090098,37.14106287
보은농협 하나로마트,"치약, 물티슈, 쌀, 부식류 등",충청북도 보은군 보은읍 보은로 143,043-544-0771,충청북도,보은군,127.7173649,36.48691887
삼산약국,"모기약, 반창고 등",충청북도 보은군 보은읍 보은로 104,043-544-3375,충청북도,보은군,127.718056,36.48338351
해림상회,전기매트(한파 시),충청북도 보은군 보은읍 삼산로3길 3,043-544-2328,충청북도,보은군,127.7193074,36.48374517
옥천농협 하나로마트,"생수, 쌀, 부식 등",충청북도 옥천군 옥천읍 삼금로 21,043-730-6087,충청북도,옥천군,127.5668335,36.30087192
㈜엘마트,"생수, 쌀, 부식 등",충청북도 옥천군 옥천읍 금장로 114,043-732-6650,충청북도,옥천군,127.5756213,36.29766509
㈜제이마트,"생수, 쌀, 부식 등",충청북도 옥천군 옥천읍 관성로 5,043-731-8832,충청북도,옥천군,127.5708425,36.30292167
영동농협 하나로마트,"생수, 쌀, 부식 등",충청북도 영동군 영동읍 난계로 1194,043-740-8080,충청북도,영동군,127.7737151,36.17273822
㈜현대쇼핑,"생수, 쌀, 부식 등",충청북도 영동군 영동읍 계산로 40,043-744-2200,충청북도,영동군,127.781239,36.17311372
증평농협 하나로마트(중앙점),생필품류,충북 증평군 증평읍 중앙로 191,043-836-4165,충청북도,증평군,0,0
증평농협 하나로마트(본점),생필품류,충청북도 증평군 증평읍 광장로 27,043-838-5459,충청북도,증평군,127.5792779,36.79048562
GS리테일 증평점,생필품류,충청북도 증평군 증평읍 창신로 54,043-836-6711,충청북도,증평군,127.5788975,36.78065311
남한강마트진천점,"생수, 쌀, 부식 등",충북 진천군 진천읍 대촌길 1,043-536-1249,충청북도,진천군,0,0
화랑마트,"생수, 쌀, 부식 등",충청북도 진천군 진천읍 남산길 64,043-533-4444,충청북도,진천군,127.442076,36.85341614
괴산농협 하나로마트,"생수, 쌀, 부식 등",충청북도 괴산군 괴산읍 읍내로 272-5,043-834-0371,충청북도,괴산군,127.7942929,36.80762316
음성농협 하나로마트,"생수, 쌀, 부식 등",충청북도 음성군 음성읍 설성로 69,043-872-6520,충청북도,음성군,127.6898067,36.930923
생극농협 하나로마트,"생수, 쌀, 부식 등",충청북도 음성군 생극면 음성로 1665-3,043-877-4781,충청북도,음성군,127.6042911,37.03562448
대소농협 하나로마트,"생수, 쌀, 부식 등",충청북도 음성군 대소면 오태로 154,043-881-7344,충청북도,음성군,127.4919715,36.96592543
단양농협 하나로마트,"생수, 쌀, 부식 등",충청북도 단양군 단양읍 삼봉로 287,043-422-3408,충청북도,단양군,128.3687093,36.98252997
종합마트식품,"식품, 부탄가스, 쌀 , 생필품 ",충청남도 천안시 동남구 개목4길 8,041-576-6621,충청남도,천안시,127.1329436,36.81487899
드림마트,생필품,충청남도 공주시 오거리길 6(봉황동),041-858-4688,충청남도,공주시,127.1209714,36.4485846
대천농협 하나로마트,"생수, 쌀, 즉석식품, 부식 등 생필품, 전자제품 등",충청남도 보령시 남대천로 50,041-935-0148,충청남도,보령시,126.5936197,36.34932596
홈플러스 보령점,"생수, 쌀, 즉석식품, 부식 등 생필품, 전자제품 등",충청남도 보령시 명암1길 17,041-939-8114,충청남도,보령시,126.6138695,36.3440523
롯데마트 아산점,"식품,부탄가스",충청남도 아산시 번영로 225,041-537-2500,충청남도,아산시,127.0159008,36.78464069
이마트 아산점,"생수쌀,부식류,살균표백제 즉석식품,분유세트,기저귀,모기약등",충청남도 아산시 온천대로 1678,041-422-1053,충청남도,아산시,127.0217713,36.77642348
아산원예농협하나로클럽(모종),양곡 및 생필품,충청남도 아산시 모종로 49,041-532-8008,충청남도,아산시,127.0223176,36.78555592
아산원예농협하나로클럽(방축),일용품 세트,충청남도 아산시 온천대로 1336,041-538-5000,충청남도,아산시,126.9869359,36.78446172
서산축협,"식료품, 생필품",충청남도 서산시 고운로 157,041-665-7501,충청남도,서산시,126.4528942,36.7836362
논산계룡축산농협 본점  ,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 논산시 시민로194번길 1,041-730-2263,충청남도,논산시,127.0991877,36.18511019
논산계룡농협연산점,식료품등 잡기,충청남도 논산시 연산면 황산벌로 1446,041-734-2480,충청남도,논산시,127.218793,36.20822245
홈플러스 계룡점,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 계룡시 계룡대로 304,042-840-8000,충청남도,계룡시,127.2571413,36.27400109
롯데마트,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 당진시 정안로 20 롯데마트,041-832-2500,충청남도,당진시,126.64626,36.90577418
GS슈퍼마켓,"생수,쌀,부식류,부탄가스,살균표백제,즉석식품,분유세트,기저귀,모기약등",충청남도 당진시 당진중앙2로 185-50,041-357-8260,충청남도,당진시,126.6339499,36.89672191
하나로마트 당진농협,"쌀, 생수, 부식류 등 생필품",충청남도 당진시 당진중앙1로 136,041-352-4708,충청남도,당진시,126.6311964,36.89523236
송악농협 하나로 마트,"쌀, 생수, 부식류 등 생필품",충남 아산시 송악면 송악로 798,041-356-4003,충청남도,당진시,0,0
큰길천막,천막 등,충청남도 금산군 금산읍 비호로 40,041-752-5775,충청남도,금산군,127.487056,36.10735528
금산코아마트,생필품,충청남도 금산군 금산읍 후곤천길 73,041-752-2008,충청남도,금산군,127.4903041,36.10571769
금산농협하나로마트 비호점,생필품,충청남도 금산군 금산읍 비단로 326,041-751-9340,충청남도,금산군,127.486974,36.11053912
부여농업협동조합,생필품,충청남도 부여군 부여읍 사비로100번길 9,041-835-8000,충청남도,부여군,126.9115532,36.28175806
서천축협 장항 하나로마트,식료품 및 생필품 등,충청남도 서천군 장항읍 장항로 207,041-956-7872,충청남도,서천군,126.7007168,36.01084668
장항농협 하나로마트,식료품 및 생필품 등,충청남도 서천군 장항읍 신창동로 30,041-957-2267,충청남도,서천군,126.6931019,36.01100625
서천축협 본소하나로마트,식료품 및 생필품 등,충청남도 서천군 서천읍 서천로 160,041-953-2220,충청남도,서천군,126.6873501,36.08210227
서천농협 서부하나로마트,식료품 및 생필품 등,충청남도 서천군 서천읍 송신로 17,041-953-2461,충청남도,서천군,126.6846585,36.07868222
동서천농협 화양지소 하나로마트,식료품 및 생필품 등,충청남도 서천군 화양면 옥포길 17,041-951-1584,충청남도,서천군,126.7824425,36.0393562
동서천농협 하나로마트,식료품 및 생필품 등,충청남도 서천군 기산면 기산길 68,041-951-6623,충청남도,서천군,126.7630944,36.0739656
한산농협 하나로마트,식료품 및 생필품 등,경남 통영시 한산면 한산일주로 858,041-951-0282,충청남도,서천군,0,0
동서천농협 마산지소 하나로마트,식료품 및 생필품 등,충청남도 서천군 마산면 삼일로 273,041-953-1688,충청남도,서천군,126.7921416,36.11672333
서천농협 문산지소 하나로마트,식료품 및 생필품 등,충청남도 서천군 문산면 신농길 19,041-952-4020,충청남도,서천군,126.7526263,36.14081254
판교농협 하나로마트,식료품 및 생필품 등,충청남도 서천군 판교면 종판로 897,041-951-5526,충청남도,서천군,126.6902625,36.15417317
