SPOT_NM,DO_NM,CTY_NM,ADRES
우곡약수터,경상북도,봉화군,경상북도 봉화군 봉성면 우곡리584-6
도동약수터,경상북도,울릉군,경상북도 울릉군 울릉읍 16
내수전약수터,경상북도,울릉군,경상북도 울릉군 울릉읍 643
산막이약수터,충청북도,괴산군,충청북도 괴산군 칠성면 43-1
옻샘약수터,충청북도,음성군,충청북도 음성군 금왕읍 473
매산약수터,충청북도,음성군,충청북도 음성군 삼성면 72
체육공원약수터,충청북도,음성군,충청북도 음성군 감곡면 29-7
보현산옹달샘,충청북도,음성군,충청북도 음성군 음성읍 173-12
별산댕이옹달샘,충청북도,음성군,충청북도 음성군 금왕읍 449
자라바위약수터,충청북도,음성군,충청북도 음성군 원남면 2-2
석남3약수터,인천광역시,서구,인천광역시 서구 석남동 12
오읍,인천광역시,강화군,인천광역시 강화군 강화읍 129-1
남산,인천광역시,강화군,인천광역시 강화군 강화읍 14-1
찬우물,인천광역시,강화군,인천광역시 강화군 선원면 냉정리125
하우,인천광역시,강화군,인천광역시 강화군 양도면 105
마니산,인천광역시,강화군,인천광역시 강화군 화도면 32-1
대각사,광주광역시,남구,광주광역시 남구 봉선동 587
용진약수터,광주광역시,광산구,광주광역시 광산구 왕동 4-1
산정약수터,광주광역시,광산구,광주광역시 광산구 산정동 53
너덜겅,광주광역시,동구,광주광역시 동구 운림동 132-1
중머리재,광주광역시,동구,광주광역시 동구 용연동 254-3
산장광장,광주광역시,북구,광주광역시 북구 금곡동 800
청풍쉼터,광주광역시,북구,광주광역시 북구 청풍동 200
구)증심사관리소,광주광역시,동구,광주광역시 동구 운림동 92-1
충장사,광주광역시,북구,광주광역시 북구 금곡동 1023
지푸재,대전광역시,동구,대전광역시 동구 대별동 10
가늠골공동우물,대전광역시,중구,대전광역시 중구 석교동 269-19
보문,대전광역시,중구,대전광역시 중구 대사동 3-71
수정암,대전광역시,중구,대전광역시 중구 대사동 3-71
보문천,대전광역시,중구,대전광역시 중구 대사동 3-71
대보천,대전광역시,중구,대전광역시 중구 대사동 3-71
보문석천,대전광역시,중구,대전광역시 중구 대사동 3-71
가정약수터,인천광역시,서구,인천광역시 서구 가정동 143
고덕배수지,경기도,양주시,경기도 양주시 고암동 67-1
삼희아파트,경기도,양주시,경기도 양주시 덕계동 30
절골,경기도,오산시,경기도 오산시 원동 8-1
북부출장소,경기도,의정부시,경기도 의정부시 호원동 119-151
회룡샘,경기도,의정부시,경기도 의정부시 호원동 304
천보,경기도,의정부시,경기도 의정부시 금오동 45-1
용암,경기도,의정부시,경기도 의정부시 호원동 304
새무골,경기도,의정부시,경기도 의정부시 금오동 14
솔밭,강원도,철원군,강원도 철원군 동송읍 
장안사,강원도,철원군,강원도 철원군 서면 
일광사,강원도,철원군,강원도 철원군 서면 
구변,강원도,철원군,강원도 철원군 서면 
토미골,강원도,철원군,강원도 철원군 근남면 
유곡리,강원도,철원군,강원도 철원군 근북면 
동산샘터,강원도,화천군,강원도 화천군 화천읍 95
망태골샘터,강원도,화천군,강원도 화천군 간동면 
밤골샘터,강원도,화천군,강원도 화천군 상서면 98-26
용담샘터,강원도,화천군,강원도 화천군 사내면 433
화악샘터,강원도,화천군,강원도 화천군 사내면 
냉천골샘터,강원도,양구군,강원도 양구군 양구읍 죽곡리
한계골샘터,,,강원도 양구군 남면 구암리  
대암샘터,강원도,양구군,강원도 양구군 해안면 
갯골샘터,강원도,인제군,강원도 인제군 인제읍 
다랑벼루샘터,강원도,인제군,강원도 인제군 인제읍 45-1
장수샘터,강원도,인제군,강원도 인제군 북면 
필례약수,강원도,인제군,강원도 인제군 인제읍 
방동약수,강원도,인제군,강원도 인제군 기린면 
남전약수,강원도,인제군,강원도 인제군 남면 62-2
수성샘터,강원도,고성군,강원도 고성군 간성읍 15
토골샘터,강원도,고성군,강원도 고성군 간성읍 23
해맞이봉샘터,강원도,고성군,강원도 고성군 거진읍 1
행랑골샘터,강원도,고성군,강원도 고성군 거진읍 64-1
약수암샘터,강원도,고성군,강원도 고성군 거진읍 235-4
포남샘터,강원도,고성군,강원도 고성군 거진읍 55-8
작은등샘,전라남도,구례군,전라남도 구례군 마산면 181-4
버드실샘,전라남도,구례군,전라남도 구례군 마산면 301-3
감로천,전라남도,구례군,전라남도 구례군 광의면 66
심원옹달샘,전라남도,구례군,전라남도 구례군 산동면 110-1
옥계,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
석천,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
만수정,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
찬물샘,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
옥천,부산광역시,부산진구,부산광역시 부산진구 초읍동 98-1
일운약수터,경상남도,거제시,경상남도 거제시 일운면 34-15
산양약수터,경상남도,거제시,경상남도 거제시 동부면 940-6
참샘약수터,경상남도,거제시,경상남도 거제시 연초면 83
앵산약수터,경상남도,거제시,경상남도 거제시 하청면 127-1
힐사이드약수터,경상남도,거제시,경상남도 거제시 옥포동 1230-1
선창샘,경상남도,거제시,경상남도 거제시 둔덕면 363-1
독봉산약수터,경상남도,거제시,경상남도 거제시 고현동 340
자하곡,경상남도,창녕군,경상남도 창녕군 창녕읍 2-1
함박산,경상남도,창녕군,경상남도 창녕군 영산면 38
남산약수터,경상남도,고성군,경상남도 고성군 고성읍 369-2
연화산약수터,경상남도,고성군,경상남도 고성군 영현면 
복곡,경상남도,남해군,경상남도 남해군 이동면 
금강도,경상남도,산청군,경상남도 산청군 산청읍 108
밤러리재,경상남도,산청군,경상남도 산청군 삼장면 120
청계,경상남도,산청군,경상남도 산청군 단성면 35
상림약수터,경상남도,함양군,경상남도 함양군 함양읍 49
백운산약수터,경상남도,함양군,경상남도 함양군 백전면 91-14
건계정,경상남도,거창군,경상남도 거창군 거창읍 34-1
거열산성,경상남도,거창군,경상남도 거창군 거창읍 45-3
감악산,경상남도,거창군,경상남도 거창군 신원면 과정리13
활터약수터,경상남도,합천군,경상남도 합천군 합천읍 198
황매약수터,경상남도,합천군,경상남도 합천군 대병면 10-1
남재골,경상남도,김해시,경상남도 김해시 동상동 1-2
절물,제주특별자치도,제주시,제주특별자치도 제주시 봉개동 78-1
내수전약수터,경상북도,울릉군,경상북도 울릉군 울릉읍 643
우곡사,경상남도,창원시의창구,경상남도 창원시의창구 7
누룩,경상남도,창원시의창구,경상남도 창원시의창구 913-9
달천계곡,경상남도,창원시의창구,경상남도 창원시의창구 68
천주산,경상남도,창원시의창구,경상남도 창원시의창구 15
천주산입구,경상남도,창원시의창구,경상남도 창원시의창구 917
백운산약수터,경기도,평택시,경기도 평택시 월곡동 27
옥길약수터,경기도,광명시,경기도 광명시 옥길동 155
체육공원약수,경기도,광명시,경기도 광명시 광명동 
하안약수터1,경기도,광명시,경기도 광명시 하안동 50
하안약수터2,경기도,광명시,경기도 광명시 하안동 50
하안약수터3,경기도,광명시,경기도 광명시 하안동 50
하안약수터4,경기도,광명시,경기도 광명시 하안동 141-3
금당약수터1,경기도,광명시,경기도 광명시 하안동 991
금당약수터2,경기도,광명시,경기도 광명시 하안동 141-3
애기능약수터,경기도,광명시,경기도 광명시 141-12
참샘물약수터1,경기도,광명시,경기도 광명시 소하동 49-1
참샘물약수터2,경기도,광명시,경기도 광명시 소하동 49-1
영달말약수터,경기도,광명시,경기도 광명시 소하동 132-2
하이츠약수터,경기도,광명시,경기도 광명시 광명동 75
도덕약수터1,경기도,광명시,경기도 광명시 광명동 66-4
구름천연약수,경기도,광명시,경기도 광명시 141-11
구름산진달래,경기도,광명시,경기도 광명시 141-11
절골약수터,경기도,광명시,경기도 광명시 소하동 31
구름산새미,경기도,광명시,경기도 광명시 노온사동 
양묘장약수터,경기도,광명시,경기도 광명시 하안동 69-4
설월리약수터,경기도,광명시,경기도 광명시 소하동 58
영회원약수터,경기도,광명시,경기도 광명시 노온사동 141-11
청용,경기도,시흥시,경기도 시흥시 대야동 140-6
사자골약수터,경기도,평택시,경기도 평택시 지산동 143
대전리약수터,경상북도,상주시,경상북도 상주시 외서면 194
두루봉,대전광역시,서구,대전광역시 서구 도마동 7
내원사,대전광역시,서구,대전광역시 서구 도마동 7-9
월평,대전광역시,서구,대전광역시 서구 월평동 36-5
서당골,대전광역시,서구,대전광역시 서구 정림동 2-1
원당,경기도,오산시,경기도 오산시 원동 20-1
박동,경기도,오산시,경기도 오산시 수청동 41
벌음,경기도,오산시,경기도 오산시 벌음동 38
은계,경기도,오산시,경기도 오산시 은계동 50-3
필봉,경기도,오산시,경기도 오산시 내삼미동 15-1
감투봉,경기도,오산시,경기도 오산시 서동 10-1
수목원,경기도,오산시,경기도 오산시 금암동 
삼밭골,경기도,여주시,경기도 여주시 월송동 35-1
장미,경기도,여주시,경기도 여주시 교동 4-19
황학산,경기도,여주시,경기도 여주시 능현동 26-73
오딧물,,,경기도 여주군 능서면 용은리 산21-8  21-8
용담,경기도,양평군,경기도 양평군 양서면 26-1
석간수,경기도,양평군,경기도 양평군 단월면 42
여물,경기도,양평군,경기도 양평군 청운면 124-1
잿골샘터,강원도,홍천군,강원도 홍천군 홍천읍 희망리49
원기사약수터,대구광역시,달서구,대구광역시 달서구 상인동 42
평안샘터,대구광역시,달서구,대구광역시 달서구 도원동 1532
대림생수,대구광역시,달성군,대구광역시 달성군 가창면 477-1
가현약수터,인천광역시,서구,인천광역시 서구 마전동 49
동우약수터,인천광역시,서구,인천광역시 서구 가정동 9-2
사색약수터,경기도,수원시영통구,경기도 수원시영통구 이의동 107-4
광교중앙약수터,경기도,수원시영통구,경기도 수원시영통구 이의동 127-8
용왕샘터,강원도,춘천시,강원도 춘천시 신북읍 2
생수가든,강원도,춘천시,강원도 춘천시 삼천동 60-1
구사약수,강원도,원주시,강원도 원주시 귀래면 154
우두산샘물,강원도,원주시,강원도 원주시 우산동 7
현충탑약수터,강원도,원주시,강원도 원주시 태장동 124-4
광천,경기도,군포시,경기도 군포시 산본동 60
옥천,경기도,군포시,경기도 군포시 금정동 34
주공4단지,경기도,군포시,경기도 군포시 산본동 99-4
희망,경기도,군포시,경기도 군포시 당동 859
다산,경기도,군포시,경기도 군포시 금정동 871-15
임걸령옹달샘,전라남도,구례군,전라남도 구례군 산동면 110-1
등잔골약수터,전라남도,보성군,전라남도 보성군 노동면 103
참샘,전라남도,화순군,전라남도 화순군 한천면 50
땀띠샘,전라남도,화순군,전라남도 화순군 동복면 
평화약수,전라남도,장흥군,전라남도 장흥군 장흥읍 65
사또샘,전라남도,장흥군,전라남도 장흥군 장흥읍 55
도장골샘,전라남도,장흥군,전라남도 장흥군 대덕읍 44-5
보은산,전라남도,강진군,전라남도 강진군 강진읍 3
계량촌,강원도,태백시,강원도 태백시 장성동 17-4
문화동골,강원도,태백시,강원도 태백시 동점동 6-5
메밀뜰,강원도,태백시,강원도 태백시 동점동 6-5
도사곡샘터,강원도,정선군,강원도 정선군 사북읍 사북리
거북샘터,강원도,정선군,강원도 정선군 신동읍 
양지말샘터,강원도,정선군,강원도 정선군 여량면 
숙암샘터,강원도,정선군,강원도 정선군 북평면 
향교,강원도,철원군,강원도 철원군 철원읍 
천황지,강원도,철원군,강원도 철원군 철원읍 
망나니골,강원도,철원군,강원도 철원군 갈말읍 
용화골,강원도,철원군,강원도 철원군 갈말읍 
금학산,강원도,철원군,강원도 철원군 동송읍 
사문안골,강원도,철원군,강원도 철원군 동송읍 
칠사산,경기도,광주시,경기도 광주시 송정동 10
북문,경기도,광주시,경기도 광주시 695
남문,경기도,광주시,경기도 광주시 남한산성면 산성리1098
아래어정,경기도,광주시,경기도 광주시 남한산성면 산성리23
숭열전입구,경기도,광주시,경기도 광주시 남한산성면 산성리19
양벌,경기도,광주시,경기도 광주시 오포읍 89-4
구봉산약수터,전라남도,여수시,전라남도 여수시 봉산동 181-4
텃골약수터,전라남도,여수시,전라남도 여수시 여서동 220-2
쌍용사약수터,전라남도,여수시,전라남도 여수시 선원동 66
고락산1,전라남도,여수시,전라남도 여수시 문수동 110-1
고락산2,전라남도,여수시,전라남도 여수시 시전동 54
뒷골참샘,전라남도,순천시,전라남도 순천시 금곡동 31
망북,전라남도,순천시,전라남도 순천시 용당동 8-1
남산철탑,전라남도,순천시,전라남도 순천시 덕월동 115
우곡사,경상남도,창원시의창구,경상남도 창원시의창구 7
누룩,경상남도,창원시의창구,경상남도 창원시의창구 913-9
달천계곡,경상남도,창원시의창구,경상남도 창원시의창구 68
천주산,경상남도,창원시의창구,경상남도 창원시의창구 15
천주산입구,경상남도,창원시의창구,경상남도 창원시의창구 917
태복산2,경상남도,창원시의창구,경상남도 창원시의창구 11-1
태복산3,경상남도,창원시의창구,경상남도 창원시의창구 3
사격장뒤,경상남도,창원시의창구,경상남도 창원시의창구 34
앤골,경상남도,창원시의창구,경상남도 창원시의창구 798-1
가마골,경상남도,창원시의창구,경상남도 창원시의창구 26
봉림사지,경상남도,창원시의창구,경상남도 창원시의창구 108-1
용동,경상남도,창원시의창구,경상남도 창원시의창구 140-1
봉산,경상남도,창원시의창구,경상남도 창원시의창구 41-1
용추계곡,경상남도,창원시의창구,경상남도 창원시의창구 61
대암산1,경상남도,창원시성산구,경상남도 창원시성산구 101
불곡사,경상남도,창원시성산구,경상남도 창원시성산구 6-3
성주사,경상남도,창원시성산구,경상남도 창원시성산구 213-14
서재골(하),경상남도,김해시,경상남도 김해시 동상동 190-1
경운사(상),경상남도,김해시,경상남도 김해시 외동 47
경운사(하),경상남도,김해시,경상남도 김해시 외동 824
물망골,경상남도,김해시,경상남도 김해시 구산동 638
광장,경상남도,김해시,경상남도 김해시 삼방동 120-1
꽃재근린공원,충청북도,청주시흥덕구,충청북도 청주시흥덕구 1505
범바위약수터,충청북도,충주시,충청북도 충주시 호암동 2
샘골약수터,충청북도,충주시,충청북도 충주시 안림동 72-4
탄금대약수터,충청북도,충주시,충청북도 충주시 칠금동 1-1
다릿재약수터,충청북도,충주시,충청북도 충주시 산척면 2-1
세계사약수터,충청북도,충주시,충청북도 충주시 수안보면 25
마즈막재약수터,충청북도,충주시,충청북도 충주시 종민동 6-1
무당바위,경기도,과천시,경기도 과천시 문원동 10
아렛배랭이,경기도,과천시,경기도 과천시 문원동 182
구선천,대전광역시,서구,대전광역시 서구 도마동 27-1
쌍암,대전광역시,유성구,대전광역시 유성구 교촌동 1-5
보덕,대전광역시,유성구,대전광역시 유성구 송강동 280
왕가봉,대전광역시,유성구,대전광역시 유성구 노은동 312-11
산장산,대전광역시,유성구,대전광역시 유성구 원내동 716
화봉,대전광역시,유성구,대전광역시 유성구 전민동 369-1
쌍옷샘(상),대전광역시,대덕구,대전광역시 대덕구 법동 14-1
쌍옷샘(하),대전광역시,대덕구,대전광역시 대덕구 법동 14-1
성림약수터,경상북도,문경시,경상북도 문경시 흥덕동 5-1
매봉약수터,경상북도,문경시,경상북도 문경시 모전동 620-3
진남약수터,경상북도,문경시,경상북도 문경시 마성면 123-18
달기약수터,경상북도,청송군,경상북도 청송군 청송읍 735
신촌약수터,경상북도,청송군,경상북도 청송군 진보면 24-1
무대,경기도,남양주시,경기도 남양주시 금곡동 126-1
양골,경기도,남양주시,경기도 남양주시 금곡동 194-1
황골,경기도,남양주시,경기도 남양주시 지금동 103
오량,대전광역시,서구,대전광역시 서구 복수동 336-31
가운,경기도,남양주시,경기도 남양주시 지금동 607-85
안산,경기도,남양주시,경기도 남양주시 지금동 607-86
모로골샘터,강원도,양양군,강원도 양양군 양양읍 
고치물샘터,강원도,양양군,강원도 양양군 양양읍 
상복리샘터,강원도,양양군,강원도 양양군 강현면 
옻샘,충청북도,청주시청원구,충청북도 청주시청원구 7-4
얼음골약수터,부산광역시,수영구,부산광역시 수영구 망미동 114
삼성약수터,부산광역시,수영구,부산광역시 수영구 망미동 107-1
조광약수터,부산광역시,수영구,부산광역시 수영구 광안동 35-2
양지약수터,부산광역시,수영구,부산광역시 수영구 망미동 114
봉수대약수터,부산광역시,연제구,부산광역시 연제구 연산동 180-1
함박골약수터,부산광역시,연제구,부산광역시 연제구 연산동 180-1
산정,부산광역시,영도구,부산광역시 영도구 신선동1가 12
봉산,부산광역시,영도구,부산광역시 영도구 봉래동1가 256-3
청봉,부산광역시,영도구,부산광역시 영도구 청학동 44-1
미륵암,부산광역시,영도구,부산광역시 영도구 동삼동 149-1
능안,경기도,군포시,경기도 군포시 산본동 1065
속달,경기도,군포시,경기도 군포시 속달동 3-1
장수,경기도,군포시,경기도 군포시 당동 48-1
당너머,경기도,군포시,경기도 군포시 당동 39-31
사리산,경기도,양주시,경기도 양주시 남면 1-1
흥덕사,경기도,양주시,경기도 양주시 남면 6-1
감악산,경기도,양주시,경기도 양주시 남면 35-2
천주교묘지,경기도,양주시,경기도 양주시 장흥면 23-1
독정골,경기도,양주시,경기도 양주시 장흥면 97-1
훈련장,경기도,양주시,경기도 양주시 광적면 116-3
새낭골(위),경기도,양주시,경기도 양주시 광적면 70
샛골,경기도,양주시,경기도 양주시 회정동 336-1
신흥사약수,충청남도,보령시,충청남도 보령시 죽정동 21
웅무정약수,충청남도,보령시,충청남도 보령시 웅천읍 
원전약수,충청남도,보령시,충청남도 보령시 오천면 
영천약수,충청남도,아산시,충청남도 아산시 영인면 55
이충무공약수터,충청남도,아산시,충청남도 아산시 음봉면 
이마당약수터,충청남도,아산시,충청남도 아산시 송악면 
온주약수터,충청남도,아산시,충청남도 아산시 읍내동 124-1
절곡약수터,충청남도,아산시,충청남도 아산시 도고면 17
소룡리약수터,충청남도,논산시,충청남도 논산시 연무읍 14-4
수락리약수터,충청남도,논산시,충청남도 논산시 벌곡면 
말턱고개,경기도,연천군,경기도 연천군 청산면 93
장탄리,경기도,연천군,경기도 연천군 청산면 661
원압산,경기도,연천군,경기도 연천군 신서면 58
옥수동,경기도,연천군,경기도 연천군 신서면 9-1
신탄리,경기도,연천군,경기도 연천군 신서면 
옻나무골,경기도,수원시장안구,경기도 수원시장안구 105
가재울,경기도,양주시,경기도 양주시 광적면 144
조선옥 뒷산,경기도,양주시,경기도 양주시 장흥면 388
금광1차아파트,경기도,양주시,경기도 양주시 은현면 용암리89-53
냉골,경기도,양주시,경기도 양주시 백석읍 749-22
옻음물,경기도,용인시처인구,경기도 용인시처인구 79
비둘기공원,경기도,시흥시,경기도 시흥시 은행동 16-29
가곡,전라남도,순천시,전라남도 순천시 가곡동 114-1
가장골,전라남도,순천시,전라남도 순천시 남정동 12-1
주암댐,전라남도,순천시,전라남도 순천시 조례동 1519-26
선암사,전라남도,순천시,전라남도 순천시 승주읍 유흥리802
송광사,전라남도,순천시,전라남도 순천시 송광면 12
오산,전라남도,순천시,전라남도 순천시 주암면 859-1
삼인동약수터,전라남도,곡성군,전라남도 곡성군 곡성읍 37
신흥(무창)약수터,전라남도,곡성군,전라남도 곡성군 옥과면 30
지동약수터,전라남도,곡성군,전라남도 곡성군 옥과면 66
아방절약수터,전라남도,곡성군,전라남도 곡성군 오곡면 25-4
당몰샘,전라남도,구례군,전라남도 구례군 마산면 633
남보살,대전광역시,중구,대전광역시 중구 사정동 2-1
까치재,대전광역시,중구,대전광역시 중구 사정동 198-2
상당,대전광역시,중구,대전광역시 중구 사정동 48-1
갈마,대전광역시,서구,대전광역시 서구 갈마동 414-1
사우,경기도,김포시,경기도 김포시 사우동 20-6
초원,경기도,김포시,경기도 김포시 감정동 96-7
천현,경기도,김포시,경기도 김포시 운양동 15
구래,경기도,김포시,경기도 김포시 양촌읍 구래리98-2
수안산,경기도,김포시,경기도 김포시 대곶면 140
원산,경기도,김포시,경기도 김포시 하성면 2
신곡,경기도,김포시,경기도 김포시 고촌읍 22
검바위,경기도,김포시,경기도 김포시 통진읍 47-1
호병골,경기도,포천시,경기도 포천시 신읍동 10-1
체육공원,경기도,포천시,경기도 포천시 군내면 하성북리636-1
무렛골(상),경기도,포천시,경기도 포천시 신북면 가채리45-11
무렛골(하),경기도,포천시,경기도 포천시 신북면 가채리46-42
청계,경기도,포천시,경기도 포천시 일동면 기산리23-37
각흘,경기도,포천시,경기도 포천시 영북면 운천리5
금주산,경기도,포천시,경기도 포천시 일동면 수입리483-2
능원,경기도,포천시,경기도 포천시 영중면 양문리16-1
옻우물,경기도,포천시,경기도 포천시 소흘읍 송우리641-4
삼포약수터,경기도,과천시,경기도 과천시 주암동 92-1
경춘도로,경기도,가평군,경기도 가평군 가평읍 1-1
보납산1,경기도,가평군,경기도 가평군 가평읍 94
보납산2,경기도,가평군,경기도 가평군 가평읍 88
수덕산,경기도,가평군,경기도 가평군 북면 669
얼음골약수터,,,경상북도 청송군 부동면 항리 1  1
신원약수터,경상북도,영양군,경상북도 영양군 수비면 255
운문면정상약수터,경상북도,청도군,경상북도 청도군 운문면 108-3
주산,경상북도,고령군,경상북도 고령군 대가야읍 연조리
청금정,경상북도,고령군,경상북도 고령군 대가야읍 중화리
가야산생수정,경상북도,성주군,경상북도 성주군 수륜면 10
오전약수터,경상북도,봉화군,경상북도 봉화군 물야면 오전리62-11
우곡약수터,경상북도,봉화군,경상북도 봉화군 봉성면 우곡리584-6
도동약수터,경상북도,울릉군,경상북도 울릉군 울릉읍 16
설월리약수터,경기도,광명시,경기도 광명시 소하동 58
영회원약수터,경기도,광명시,경기도 광명시 노온사동 141-11
청용,경기도,시흥시,경기도 시흥시 대야동 140-6
황고개,경기도,시흥시,경기도 시흥시 장곡동 13
목감,경기도,시흥시,경기도 시흥시 목감동 19
계란마을,경기도,시흥시,경기도 시흥시 신천동 13
산신,경기도,시흥시,경기도 시흥시 하중동 2-3
생금우물,경기도,시흥시,경기도 시흥시 정왕동 2138
능곡,경기도,시흥시,경기도 시흥시 능곡동 617
수리,경기도,군포시,경기도 군포시 산본동 18-3
오금,경기도,군포시,경기도 군포시 금정동 871-6
주공,경기도,군포시,경기도 군포시 산본동 100
감투봉,경기도,군포시,경기도 군포시 산본동 119
피크닉장,경기도,군포시,경기도 군포시 산본동 840-143
산딸기,경기도,군포시,경기도 군포시 산본동 840-156
광천,경기도,군포시,경기도 군포시 산본동 60
옥천,경기도,군포시,경기도 군포시 금정동 34
주공4단지,경기도,군포시,경기도 군포시 산본동 99-4
희망,경기도,군포시,경기도 군포시 당동 859
다산,경기도,군포시,경기도 군포시 금정동 871-15
능안,경기도,군포시,경기도 군포시 산본동 1065
신흥,부산광역시,영도구,부산광역시 영도구 동삼동 149-1
두꺼비,부산광역시,영도구,부산광역시 영도구 동삼동 29-5
복어,부산광역시,영도구,부산광역시 영도구 동삼동 29-5
용머리,부산광역시,영도구,부산광역시 영도구 동삼동 29-5
모천,부산광역시,영도구,부산광역시 영도구 동삼동 149-1
복천사,부산광역시,영도구,부산광역시 영도구 신선동3가 6
명암,대전광역시,서구,대전광역시 서구 정림동 18-1
빼울,대전광역시,서구,대전광역시 서구 가수원동 618-4
한천,대전광역시,서구,대전광역시 서구 관저동 838-1
황골,경기도,남양주시,경기도 남양주시 지금동 103
가운,경기도,남양주시,경기도 남양주시 지금동 607-85
안산,경기도,남양주시,경기도 남양주시 지금동 607-86
사자골약수터,경기도,평택시,경기도 평택시 지산동 143
백운산약수터,경기도,평택시,경기도 평택시 월곡동 27
옥길약수터,경기도,광명시,경기도 광명시 옥길동 155
체육공원약수,경기도,광명시,경기도 광명시 광명동 
하안약수터1,경기도,광명시,경기도 광명시 하안동 50
하안약수터2,경기도,광명시,경기도 광명시 하안동 50
하안약수터3,경기도,광명시,경기도 광명시 하안동 50
하안약수터4,경기도,광명시,경기도 광명시 하안동 141-3
장수샘터,강원도,인제군,강원도 인제군 북면 
필례약수,강원도,인제군,강원도 인제군 인제읍 
방동약수,강원도,인제군,강원도 인제군 기린면 
남전약수,강원도,인제군,강원도 인제군 남면 62-2
수성샘터,강원도,고성군,강원도 고성군 간성읍 15
토골샘터,강원도,고성군,강원도 고성군 간성읍 23
해맞이봉샘터,강원도,고성군,강원도 고성군 거진읍 1
행랑골샘터,강원도,고성군,강원도 고성군 거진읍 64-1
약수암샘터,강원도,고성군,강원도 고성군 거진읍 235-4
포남샘터,강원도,고성군,강원도 고성군 거진읍 55-8
작은소골샘터,강원도,고성군,강원도 고성군 거진읍 9
옷샘터,강원도,고성군,강원도 고성군 거진읍 60
건봉사샘터,강원도,고성군,강원도 고성군 거진읍 2
큰골샘터,강원도,고성군,강원도 고성군 죽왕면 131
열림약수터,경기도,수원시영통구,경기도 수원시영통구 이의동 1043
혜령약수터,경기도,수원시영통구,경기도 수원시영통구 이의동 120-21
시청,경기도,파주시,경기도 파주시 아동동 215
감사교육원,경기도,파주시,경기도 파주시 광탄면 139-14
백족산,경기도,이천시,경기도 이천시 장호원읍 112
한우물,경기도,이천시,경기도 이천시 장호원읍 4
물명당,경기도,이천시,경기도 이천시 부발읍 죽당리24
범바위,경기도,이천시,경기도 이천시 신둔면 27-1
어름박골,경기도,이천시,경기도 이천시 마장면 74
향교,경기도,이천시,경기도 이천시 창전동 40-1
신송,경기도,이천시,경기도 이천시 송정동 79-1
구암,경기도,이천시,경기도 이천시 관고동 67-3
호암,경기도,이천시,경기도 이천시 관고동 63-1
천경대,경기도,이천시,경기도 이천시 관고동 67-3
초암,경기도,이천시,경기도 이천시 관고동 173
사부골,경기도,이천시,경기도 이천시 관고동 67-3
청구,경기도,이천시,경기도 이천시 관고동 67-3
오미,경기도,이천시,경기도 이천시 관고동 67-3
나막골,경기도,이천시,경기도 이천시 관고동 67-3
형제,경기도,구리시,경기도 구리시 교문동 89-1
엄마,경기도,구리시,경기도 구리시 교문동 75-1
강신,경기도,구리시,경기도 구리시 아천동 49-1
동락천,경기도,구리시,경기도 구리시 교문동 83
매표소앞약수,충청남도,공주시,충청남도 공주시 반포면 
동학사야영장,충청남도,공주시,충청남도 공주시 반포면 
이어니재약수,충청남도,보령시,충청남도 보령시 남포면 
너덜,강원도,태백시,강원도 태백시 하사미동 7-2
절골,강원도,태백시,강원도 태백시 하사미동 5-1
오름뫼,강원도,태백시,강원도 태백시 황지동 1-8
용정수,강원도,태백시,강원도 태백시 소도동 321-1
계량촌,강원도,태백시,강원도 태백시 장성동 17-4
문화동골,강원도,태백시,강원도 태백시 동점동 6-5
메밀뜰,강원도,태백시,강원도 태백시 동점동 6-5
건널목,강원도,태백시,강원도 태백시 철암동 3-3
신라샘1,강원도,속초시,강원도 속초시 조양동 399
안골,경기도,광주시,경기도 광주시 경안동 224
선령샘터,,,강원도 영월군 중동면 녹전리  
옥동샘터,강원도,영월군,강원도 영월군 김삿갓면 
마차샘터,강원도,영월군,강원도 영월군 북면 
우무골샘터,강원도,영월군,강원도 영월군 북면 
장충샘터,강원도,영월군,강원도 영월군 주천면 
꽃바위샘터,강원도,영월군,강원도 영월군 무릉도원면 도원리
상원사샘터,강원도,평창군,강원도 평창군 진부면 
물안이골샘터,강원도,정선군,강원도 정선군 고한읍 
도사곡샘터,강원도,정선군,강원도 정선군 사북읍 사북리
거북샘터,강원도,정선군,강원도 정선군 신동읍 
양지말샘터,강원도,정선군,강원도 정선군 여량면 
숙암샘터,강원도,정선군,강원도 정선군 북평면 
향교,강원도,철원군,강원도 철원군 철원읍 
천황지,강원도,철원군,강원도 철원군 철원읍 
망나니골,강원도,철원군,강원도 철원군 갈말읍 
용화골,강원도,철원군,강원도 철원군 갈말읍 
금학산,강원도,철원군,강원도 철원군 동송읍 
사문안골,강원도,철원군,강원도 철원군 동송읍 
솔밭,강원도,철원군,강원도 철원군 동송읍 
장안사,강원도,철원군,강원도 철원군 서면 
일광사,강원도,철원군,강원도 철원군 서면 
구변,강원도,철원군,강원도 철원군 서면 
토미골,강원도,철원군,강원도 철원군 근남면 
명수천,대전광역시,중구,대전광역시 중구 부사동 2-13
송학사,대전광역시,중구,대전광역시 중구 문화동 18-1
