arcd,acmdfclty_sn,ctprvn_nm,sgg_nm,acmdfclty_se_cd,acmdfclty_se_nm,vt_acmdfclty_nm,rdnmadr_cd,bdong_cd,hdong_cd,dtl_adres,fclty_ar,vt_acmd_psbl_nmpr,xcord,ycord,mngps_nm,mngps_telno
3017000000,45,대전광역시,서구,007,기타시설,용문종합사회복지관,3017010500105890007013595,3017010500,3017055000,대전광역시 서구 계룡로 626-1 (용문동),151,58,127.3913135,36.33913362,김동훈,
3017000000,8,대전광역시,서구,001,학교,탄방초등학교,3017010600108140000021976,3017010600,3017055500,대전광역시 서구 탄방로 15(탄방동),986,379,127.39150847,36.34545356,임하은,
3017000000,66,대전광역시,서구,003,경로당,남산경로당,3017010600113880000024357,3017010600,3017055500,대전광역시 서구 도솔로483번길 81(탄방동),126,48,127.39968983,36.34496516,신민식,
3017000000,70,대전광역시,서구,007,기타시설,서구문화원,3017010600106670000006999,3017010600,3017055500,대전광역시 서구 계룡로553번길 38(탄방동),623,239,127.38555157,36.3446255,,
3017000000,79,대전광역시,서구,001,학교,백운초등학교,3017010800100440007007919,3017010800,3017056000,대전광역시 서구 계룡로576번길 56(괴정동),206,206,127.38444263,36.34081706,,
3017000000,36,대전광역시,서구,003,경로당,괴정경로당,3017010800100510001014246,3017010800,3017056000,대전광역시 서구 도산로335번길 62(괴정동),107,41,127.38638301,36.33783686,전병목,042-533-0393
3014000000,326,대전광역시,중구,004,관공서,효문화마을관리원 대강당,3014011900100710007007881,3014011900,3014074000,대전광역시 중구 뿌리공원로 47(안영동),364,140,127.38440506,36.28536971,김준호,042-589-2219
3017000000,56,대전광역시,서구,001,학교,대전신계초등학교,3017010100104520000017286,3017010100,3017051000,대전광역시 서구 복수동로 26(복수동),605,232,127.37781163,36.30194183,,
3017000000,31,대전광역시,서구,003,경로당,오량경로당,3017010100102830148027443,3017010100,3017051000,대전광역시 서구 오량1길 63(복수동),180,69,127.37775687,36.31089269,김갑연,042-583-4123
3017000000,69,대전광역시,서구,007,기타시설,오량실내테니스장,3017010100104050000017806,3017010100,3017051000,대전광역시 서구 유등로 135(복수동),2458,945,127.37977973,36.30475816,,
3017000000,5,대전광역시,서구,001,학교,변동초등학교,3017010200102960001025623,3017010200,3017054000,대전광역시 서구 유등로 373(변동),972,374,127.38578944,36.32443269,이선경,
3017000000,15,대전광역시,서구,001,학교,변동중학교,3017010200100540001014477,3017010200,3017054000,대전광역시 서구 도산로181번길 39(변동),1919,738,127.37547822,36.3242091,양승욱,042-346-3013
3017000000,34,대전광역시,서구,003,경로당,변동경로당,3017010200100440018026695,3017010200,3017054000,대전광역시 서구 변정5길 98(변동),174,66,127.383466,36.32281857,남영순,042-523-5871
3017000000,1,대전광역시,서구,001,학교,유천초등학교,3017010300101490001029235,3017010300,3017053000,대전광역시 서구 제비네6길 69(도마동),1552,596,127.37610264,36.31395058,이재봉,042-522-4605
3017000000,52,대전광역시,서구,001,학교,대전도마중학교,3017010300101110003028395,3017010300,3017053000,대전광역시 서구 도솔2길 22(도마동),648,249,127.37172432,36.31852815,,
3017000000,73,대전광역시,서구,001,학교,서대전여자고등학교,3017010300104200003013552,3017010300,3017053000,대전광역시 서구 배재로197번길 20(도마동),2423,931,127.36954841,36.32695153,,
3017000000,74,대전광역시,서구,001,학교,제일고등학교,3017010300101550027028256,3017010300,3017053000,대전광역시 서구 배재로46번길 77(도마동),892,343,127.37249878,36.3139956,박성규,042-522-4023
3020000000,354,대전광역시,유성구,001,학교,계산초등학교 강당,3020010600102540000000002,3020010600,3020052000,대전광역시 유성구 학하서로 74(계산동),664,255,127.29920149,36.34375724,김석자,042-825-6185
3020000000,356,대전광역시,유성구,001,학교,봉명초등학교 강당,3020011100110230000000001,3020011100,3020061000,대전광역시 유성구 계룡로132번길 62(봉명동),813,312,127.34358376,36.34946618,이은정,042-820-8883
3020000000,386,대전광역시,유성구,001,학교,봉명중학교 체육관,3020011100110220000000001,3020011100,3020061000,대전광역시 유성구 계룡로132번길 71(봉명동),667,256,127.34485772,36.34941853,최윤숙,
3020000000,378,대전광역시,유성구,007,기타시설,유성구종합사회복지관강당,3020011100104510005014191,3020011100,3020053000,대전광역시 유성구 도안대로589번길 27(봉명동),177,68,127.33932542,36.3529746,황인정,
3020000000,399,대전광역시,유성구,001,학교,유성생명과학고등학교 강당,3020011200200370002015919,3020011200,3020053000,대전광역시 유성구 월드컵대로 270(상대동),911,350,127.32795471,36.34720524,신미순,
3020000000,310,대전광역시,유성구,001,학교,덕송초등학교강당,3020011300100930001011739,3020011300,3020053000,대전광역시 유성구 현충원로 265(덕명동),720,276,127.30181768,36.36125235,정규생,
3020000000,388,대전광역시,유성구,001,학교,덕명중학교 강당,3020011300100150008000001,3020011300,3020053000,대전광역시 유성구 학하중앙로 61(덕명동),701,269,127.30243223,36.34595657,김선아,
3020000000,371,대전광역시,유성구,001,학교,대전원신흥초등학교강당,3020011400104960000000001,3020011400,3020061000,대전광역시 유성구 원신흥로55번길 37(원신흥동),640,246,127.34251446,36.34081656,김인자,
3014000000,368,대전광역시,중구,001,학교,대전 산성초등학교 강당,3014011800105860009031968,3014011800,3014074000,대전광역시 중구 대둔산로 332(사정동),821,315,127.38598726,36.29904955,이정희,042-581-0662
3020000000,363,대전광역시,유성구,001,학교,대전전민초등학교강당,3020014100104680000002690,3020014100,3020057000,대전광역시 유성구 엑스포로466번길 42(전민동),825,317,127.40714332,36.39844572,이원기,
3020000000,385,대전광역시,유성구,001,학교,전민중학교 강당,3020014100104660001004495,3020014100,3020057000,대전광역시 유성구 엑스포로466번길 97(전민동),395,151,127.40561354,36.40110008,이지성,
3020000000,387,대전광역시,유성구,001,학교,문지중학교 강당,3020014100104600003005227,3020014100,3020057000,대전광역시 유성구 전민로 53(전민동),700,269,127.39943296,36.39676239,조진식,
3020000000,367,대전광역시,유성구,001,학교,용산초등학교 강당,3020014400106620000003186,3020014400,3020060000,대전광역시 유성구 배울2로 101(용산동),551,211,127.39477257,36.4199734,김미숙,010-9403-4051
3020000000,364,대전광역시,유성구,001,학교,구즉초등학교 강당,3020014500107960016002355,3020014500,3020058000,대전광역시 유성구 구룡달전로 34(봉산동),681,261,127.38268839,36.44062337,이경순,042-935-4006
3017000000,47,대전광역시,서구,007,기타시설,둔산종합사회복지관,3017011200118120000020301,3017011200,3017066000,"대전광역시 서구 둔산로 241(둔산동, 보라아파트)",303,116,127.40098869,36.35233186,장인석,482-2032
3017000000,10,대전광역시,서구,001,학교,월평초등학교,3017011300103140000019197,3017011300,3017058600,대전광역시 서구 월평서로 22(월평동),660,253,127.35825652,36.35575423,강석안,042-483-3765
3017000000,50,대전광역시,서구,001,학교,대전갑천초등학교,3017011300103080000019927,3017011300,3017058800,대전광역시 서구 월평동로 61(월평동),850,326,127.36809891,36.36022044,이용완,
3017000000,75,대전광역시,서구,001,학교,성룡초등학교,3017011300103040000020139,3017011300,3017058800,대전광역시 서구 갈마역로 125(월평동),1871,719,127.37315189,36.36144283,김문식,042-483-4252
3020000000,13,대전광역시,유성구,001,학교,금성초등학교 강당,3020012500102100012002536,3020012500,3020055000,대전광역시 유성구 신성로72번길 5(신성동),807,310,127.35000387,36.38897921,백남운,
3020000000,403,대전광역시,유성구,014,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",인재개발원,3020012800100250005007874,3020012800,3020055000,대전광역시 유성구 유성대로1312번길 83(장동),100,50,127.36726311,36.40201287,,
3020000000,400,대전광역시,유성구,001,학교,대전전자디자인고등학교 강당,3020013000101740000001546,3020013000,3020055000,대전광역시 유성구 대덕대로 939(화암동),3567,1372,127.37724754,36.41294878,구태형,
3020000000,373,대전광역시,유성구,001,학교,대전하기초등학교강당,3020013200105140000007941,3020013200,3020054700,대전광역시 유성구 송림로19번길 32(하기동),754,290,127.32162786,36.38864212,정정숙,
3020000000,360,대전광역시,유성구,001,학교,송림초등학교 강당,3020013200105480000007884,3020013200,3020054700,대전광역시 유성구 노은로410번길 123-14 (하기동),500,192,127.33254755,36.3886695,박민수,042-824-3929
3020000000,307,대전광역시,유성구,001,학교,외삼초등학교 강당,3020013900102370000008048,3020013900,3020054800,대전광역시 유성구 반석동로 63(반석동),792,304,127.31017683,36.39294946,임정희,042-824-2240
3020000000,374,대전광역시,유성구,001,학교,대전반석초등학교강당,3020013900106480000003326,3020013900,3020054800,대전광역시 유성구 반석동로 30(반석동),801,308,127.3131157,36.38995047,이수진,
3020000000,392,대전광역시,유성구,001,학교,외삼중학교 강당,3020013900106140000008044,3020013900,3020054800,대전광역시 유성구 반석동로 75(반석동),736,283,127.310213,36.39395574,전지혜,
3020000000,351,대전광역시,유성구,001,학교,문지초등학교강당,3020014000102850009007144,3020014000,3020057000,대전광역시 유성구 전민로 41(문지동),770,296,127.39951425,36.39581984,안용주,
3020000000,389,대전광역시,유성구,001,학교,상대초등학교 강당,3020011500101380014000001,3020011500,3020061000,대전광역시 유성구 월드컵대로 322(상대동),765,294,127.33612295,36.34763608,조정은,
3020000000,401,대전광역시,유성구,001,학교,대전예술고등학교 강당,3020011500102340001015935,3020011500,3020061000,대전광역시 유성구 월드컵대로308번길 33(상대동),1302,500,127.33381813,36.34647877,노영태,
3020000000,305,대전광역시,유성구,001,학교,유성초등학교강당,3020011700101550000011422,3020011700,3020054000,대전광역시 유성구 장대로71번길 12(장대동),1552,596,127.33332916,36.36215484,유현미,
3020000000,357,대전광역시,유성구,001,학교,대전장대초등학교 강당,3020011700103480000011467,3020011700,3020054000,대전광역시 유성구 문화원로19번길 16(장대동),505,194,127.33936724,36.361532,박혜미,
3020000000,397,대전광역시,유성구,001,학교,장대중학교 강당,3020011700103610000011492,3020011700,3020054000,대전광역시 유성구 문화원로 26(장대동),688,264,127.33878319,36.36029082,윤재숙,
3020000000,349,대전광역시,유성구,001,학교,노은초등학교 강당,3020011900105400000007066,3020011900,3020054600,대전광역시 유성구 노은동로99번길 35(노은동),820,315,127.32138601,36.36898537,박수영,042-476-1492
3020000000,350,대전광역시,유성구,001,학교,수정초등학교 강당,3020011900105520002010186,3020011900,3020054600,대전광역시 유성구 노은서로 62(노은동),607,233,127.31346731,36.3658902,강의순,042-828-5307
3020000000,380,대전광역시,유성구,001,학교,노은중학교 강당,3020011900105240000009821,3020011900,3020054600,대전광역시 유성구 노은동로 104(노은동),700,269,127.32424046,36.3696328,유옥선,
3020000000,394,대전광역시,유성구,001,학교,노은고등학교 강당,3020011900105370001008979,3020011900,3020054600,대전광역시 유성구 노은동로 99(노은동),807,310,127.32323159,36.36940306,김종해,
3020000000,358,대전광역시,유성구,001,학교,상지초등학교 강당,3020012000109150000006878,3020012000,3020054700,대전광역시 유성구 노은동로 165(지족동),586,225,127.32191439,36.37536444,최선경,042-477-5985
3020000000,359,대전광역시,유성구,001,학교,지족초등학교 강당,3020012000108500000000588,3020012000,3020054700,대전광역시 유성구 노은서로 238(지족동),373,143,127.3172658,36.3806002,김인재,010-3024-4534
3023000000,342,대전광역시,대덕구,001,학교,대전법동초등학교,3023010800101910003004593,3023010800,3023061000,대전광역시 대덕구 계족로664번길 74(법동),2509,760,127.43252448,36.36948137,류근양,042-626-7569
3023000000,321,대전광역시,대덕구,007,기타시설,법동종합사회복지관,3023010800101880000004450,3023010800,3023061000,"대전광역시 대덕구 계족로664번길 27(법동, 한마음아파트)",330,100,127.43170717,36.37125251,박명순,042-633-1141
3023000000,320,대전광역시,대덕구,001,학교,중원초등학교,3023010900103710005011160,3023010900,3023054600,대전광역시 대덕구 중리로64번길 45(중리동),561,165,127.42826994,36.36540328,정주영,042-717-7234
3023000000,343,대전광역시,대덕구,001,학교,대전용전중학교,3023010900102340007020242,3023010900,3023054600,대전광역시 대덕구 한밭대로1146번길 46(중리동),922,279,127.42528834,36.35637591,고경희,042-620-1900
3023000000,347,대전광역시,대덕구,013,"연수,숙박",리베라호텔,3023010900104010024014355,3023010900,3023054600,대전광역시 대덕구 중리로7번길 6-9 (중리동),12154,100,127.42516842,36.35997812,,
3020000000,379,대전광역시,유성구,001,학교,동화초등학교 강당,3020014600112820000002070,3020014600,3020060000,대전광역시 유성구 관평2로 43(관평동),1260,484,127.38950096,36.42266374,김기동,
3020000000,396,대전광역시,유성구,001,학교,중일고등학교 강당,3020014600106710000003202,3020014600,3020060000,대전광역시 유성구 배울2로 68(관평동),2754,1059,127.38947816,36.42021397,이현중,
3020000000,376,대전광역시,유성구,001,학교,대전관평초등학교강당,3020014600109000000002182,3020014600,3020060000,대전광역시 유성구 테크노4로 132(관평동),978,376,127.3874536,36.42389362,전경인,
3020000000,370,대전광역시,유성구,001,학교,흥도초등학교강당,3020011400105550000000002,3020011400,3020061000,대전광역시 유성구 원신흥남로 20(원신흥동),771,296,127.33878299,36.33415015,남정우,
3020000000,381,대전광역시,유성구,001,학교,상원초등학교 강당,3020011500104850000000001,3020011500,3020061000,대전광역시 유성구 상대서로 46(상대동),745,286,127.33301957,36.34252169,성애경,
3020000000,377,대전광역시,유성구,007,기타시설,송강사회복지관강당,3020014700100100000001855,3020014700,3020058000,"대전광역시 유성구 봉산로 45(송강동, 송강마을1단지)",330,126,127.38492137,36.43739927,이현희,
3023000000,311,대전광역시,대덕구,001,학교,화정초등학교,3023010100100930001011397,3023010100,3023051000,대전광역시 대덕구 한밭대로1024번길 20(오정동),713,216,127.412543,36.356655,박종용,042627-6175
3023000000,331,대전광역시,대덕구,003,경로당,석산경로당,3023010100102740001015071,3023010100,3023051000,대전광역시 대덕구 오정로76번길 63(오정동),92,27,127.41334939,36.35426021,라춘자,042-633-0021
3023000000,332,대전광역시,대덕구,003,경로당,중앙경로당,3023010100103820003005467,3023010100,3023051000,대전광역시 대덕구 대전로1087번길 22(오정동),145,43,127.41436422,36.35156467,김용배,042-632-3565
3023000000,315,대전광역시,대덕구,001,학교,대전원명학교,3023010200100350600014043,3023010200,3023052000,대전광역시 대덕구 대화1길 2(대화동),623,188,127.41470726,36.36722773,노한호,042-349-7721
3023000000,314,대전광역시,대덕구,001,학교,대화초등학교,3023010200102440005012501,3023010200,3023052000,대전광역시 대덕구 대화로 242-36 (대화동),297,90,127.41133386,36.36246406,한수만,042-621-6738
3023000000,329,대전광역시,대덕구,001,학교,회덕초등학교,3023010300103170000005115,3023010300,3023052500,대전광역시 대덕구 대전로 1350(읍내동),881,266,127.42168763,36.37483357,봉인순,042-632-9155
3023000000,340,대전광역시,대덕구,001,학교,와동초등학교,3023010500103720001000558,3023010500,3023052500,대전광역시 대덕구 신탄진로 189(신대동),2087,600,127.42214643,36.39720424,이현숙,042-627-6566
3023000000,335,대전광역시,대덕구,001,학교,회덕중학교,3023010600100550000009666,3023010600,3023052500,대전광역시 대덕구 신탄진로218번길 22(와동),270,81,127.42572824,36.40033166,장홍남,042-630-0704
3023000000,336,대전광역시,대덕구,001,학교,송촌중학교,3023010700104950010020575,3023010700,3023054300,대전광역시 대덕구 계족산로 110(송촌동),322,97,127.44327096,36.36400405,류미희,042-627-4931
3023000000,328,대전광역시,대덕구,001,학교,중리초등학교,3023010800102840004008157,3023010800,3023060000,대전광역시 대덕구 중리북로 20(법동),890,269,127.42702112,36.36796533,이영석,042-621-9442
3111000000,89,울산광역시,중구,007,기타시설,중구종합사회복지관 본관,3111011000102160005000003,3111011000,3111060000,울산광역시 중구 종가3길 15(유곡동),191,73,129.29624148,35.56177698,김상균,010-9129-8802
3111000000,78,울산광역시,중구,001,학교,유곡중학교,3111011100101930000016500,3111011100,3111060000,울산광역시 중구 유곡로 85(태화동),670,257,129.29944082,35.55873692,최석철,
3111000000,79,울산광역시,중구,001,학교,명정초등학교,3111011100107330000001461,3111011100,3111061000,울산광역시 중구 명난로 115(태화동),726,279,129.28932208,35.55256147,최현애,
3111000000,80,울산광역시,중구,001,학교,학성여자중학교,3111011100107470001000464,3111011100,3111061000,울산광역시 중구 명정3길 12(태화동),721,277,129.29164554,35.55481048,강영수,
3111000000,81,울산광역시,중구,001,학교,제일중학교,3111011100108710000000446,3111011100,3111061000,울산광역시 중구 태화로 77(태화동),1162,446,129.28488369,35.55441452,최현희,
3111000000,82,울산광역시,중구,001,학교,중앙고등학교,3111011100103590000004004,3111011100,3111061000,울산광역시 중구 난곡로 33(태화동),1128,433,129.28471136,35.55621841,강병옥,
3111000000,60,울산광역시,중구,003,경로당,신기경로당,3111011100104860006000599,3111011100,3111060000,울산광역시 중구 태화로 214-1 (태화동),107,41,129.29917271,35.55152405,김득복,011-745-6646
3111000000,62,울산광역시,중구,003,경로당,화진경로당,3111011100100250003005464,3111011100,3111060000,울산광역시 중구 화진4길 79(태화동),82,31,129.30392109,35.55557739,전석순,019-573-6958
3111000000,65,울산광역시,중구,003,경로당,명정경로당,3111011100107150000000001,3111011100,3111061000,울산광역시 중구 오산6길 27(태화동),167,64,129.29132823,35.55217709,이신출,010-7127-4883
3111000000,66,울산광역시,중구,003,경로당,태화경로당,3111011100108560000001059,3111011100,3111061000,울산광역시 중구 난곡1길 27(태화동),231,88,129.28290488,35.55551357,김외선,010-5518-3194
3111000000,8,울산광역시,중구,001,학교,다전초등학교,3111011200106860001000002,3111011200,3111061000,울산광역시 중구 다운로 176(다운동),348,133,129.26840921,35.56757479,김보경,
3111000000,25,울산광역시,중구,001,학교,성안초등학교,3111010900107970001010340,3111010900,3111065000,울산광역시 중구 함월14길 19(성안동),627,241,129.31224494,35.57624699,김도희,
3111000000,51,울산광역시,중구,003,경로당,성안경로당,3111010900105120013001384,3111010900,3111065000,울산광역시 중구 성안2길 31(성안동),127,48,129.31810737,35.57312091,박말향,010-9032-7281
3111000000,50,울산광역시,중구,003,경로당,성동경로당,3111010900111830000000001,3111010900,3111065000,울산광역시 중구 성동길 129(성안동),175,67,129.30309665,35.58680097,서진탁,010-8531-0609
3111000000,92,울산광역시,중구,003,경로당,풍암경로당,3111010900114940000000001,3111010900,3111065000,울산광역시 중구 풍암길 181(성안동),135,51,129.29179356,35.58989322,박인재,010-8524-1497
3111000000,17,울산광역시,중구,001,학교,태화초등학교,3111011000101010001001444,3111011000,3111060000,울산광역시 중구 평동길 25(유곡동),982,377,129.30604829,35.55843428,이운희,
3111000000,14,울산광역시,중구,001,학교,울산초등학교,3111011000200590001000002,3111011000,3111060000,울산광역시 중구 종가5길 30(유곡동),234,90,129.32162384,35.55781084,하혜영,
3111000000,33,울산광역시,중구,001,학교,함월고등학교,3111011000105000000025091,3111011000,3111060000,울산광역시 중구 종가3길 25(유곡동),1286,494,129.29715782,35.56137012,손혜영,
3111000000,59,울산광역시,중구,003,경로당,길촌경로당,3111011000107170001023740,3111011000,3111060000,울산광역시 중구 길촌길 243-5 (유곡동),140,53,129.29093408,35.57589762,박근웅,010-8710-1669
3111000000,61,울산광역시,중구,003,경로당,평동경로당,3111011000101110018015872,3111011000,3111060000,울산광역시 중구 평동5길 4(유곡동),112,43,129.30394105,35.55839255,우귀자,010-3120-3348
3111000000,91,울산광역시,중구,006,교회,유곡제일교회,3111011000101310010000001,3111011000,3111060000,울산광역시 중구 평동1길 12-1 (유곡동),151,58,129.30291974,35.55827579,서영진,010-3836-7389
3111000000,98,울산광역시,중구,013,"연수,숙박",호텔 다움,3111011800100220006022639,3111011800,3111053000,울산광역시 중구 번영로 538(반구동),660,60,129.34149126,35.56704398,,
3114000000,346,울산광역시,남구,001,학교,옥산초등학교,3114010100104800000036256,3114010100,3114059500,울산광역시 남구 옥현로60번길 7(무거동),1394,536,129.26255926,35.54194883,편경희,
3114000000,357,울산광역시,남구,001,학교,옥현중학교,3114010100104760000032641,3114010100,3114059500,울산광역시 남구 문수로75번길 18(무거동),1232,473,129.26338511,35.54009922,이수대,
3114000000,384,울산광역시,남구,001,학교,월계초등학교,3114010100104880011036308,3114010100,3114059500,울산광역시 남구 옥현로 12(무거동),337,129,129.25822775,35.53830455,윤상원,
3114000000,385,울산광역시,남구,001,학교,신복초등학교,3114010100108100000031618,3114010100,3114059500,울산광역시 남구 신복로 74(무거동),513,197,129.25336873,35.55009593,고옥련,
3114000000,389,울산광역시,남구,001,학교,옥현초등학교,3114010100112180000035959,3114010100,3114058500,울산광역시 남구 눌재로 21(무거동),675,259,129.26254831,35.54228436,박준영,
3114000000,407,울산광역시,남구,001,학교,문수고등학교,3114010100102660001036213,3114010100,3114058500,울산광역시 남구 울밀로 2905(무거동),807,310,129.2649904,35.55575022,김무환,
3114000000,456,울산광역시,남구,001,학교,삼호초등학교,3114010100102800048033161,3114010100,3114058500,울산광역시 남구 북부순환도로19번길 8(무거동),668,256,129.26566567,35.55257518,손동희,
3111000000,29,울산광역시,중구,001,학교,성안중학교,3111010900105190008001379,3111010900,3111065000,울산광역시 중구 성안2길 30(성안동),628,241,129.31816074,35.57247757,노경동,
3111000000,35,울산광역시,중구,001,학교,애니원고등학교,3111010900104800000024932,3111010900,3111065000,울산광역시 중구 성안11길 21(성안동),761,292,129.32109355,35.57850907,이준형,
3111000000,5,울산광역시,중구,001,학교,학성초등학교,3111011800102700001017056,3111011800,3111053000,울산광역시 중구 해오름1길 15(반구동),518,199,129.34231491,35.56011984,김경숙,
3111000000,2,울산광역시,중구,001,학교,내황초등학교,3111011800103950000022204,3111011800,3111052000,울산광역시 중구 내황13길 53(반구동),472,181,129.34851262,35.55231342,이영진,
3111000000,4,울산광역시,중구,001,학교,가온중학교,3111011800100500000022990,3111011800,3111053000,울산광역시 중구 구교10길 60(반구동),660,253,129.33850122,35.56412084,최지영,
3111000000,43,울산광역시,중구,003,경로당,내황경로당,3111011800105640003020748,3111011800,3111052000,울산광역시 중구 내황13길 15(반구동),27,10,129.34733261,35.55396844,구학이,010-5778-6799
3111000000,44,울산광역시,중구,003,경로당,구교경로당,3111011800100510012010722,3111011800,3111053000,울산광역시 중구 구교5길 11(반구동),144,55,129.33936821,35.56351759,김상용,010-3864-5077
3111000000,45,울산광역시,중구,003,경로당,송학경로당,3111011800101080019015632,3111011800,3111053000,울산광역시 중구 서원1길 96(반구동),106,40,129.33870842,35.55910549,류택선,010-4580-5947
3111000000,93,울산광역시,중구,014,"공공시설(국·공립도서관, 공립병원, 시·도민회관, 구민회관 주민체육시설, 노인병원, 어린이도서관 등)",동천체육관,3111011500106730000025334,3111011500,3111062000,울산광역시 중구 염포로 85(남외동),2000,769,129.35057269,35.56240794,울산시설공단(김민수),052-229-3781
3111000000,22,울산광역시,중구,001,학교,무룡초등학교,3111011700107620000012113,3111011700,3111064000,울산광역시 중구 약사로 50(약사동),1318,506,129.33485624,35.56978155,박은경,
3111000000,26,울산광역시,중구,001,학교,약사초등학교,3111011700107070002014730,3111011700,3111064000,울산광역시 중구 화합로 478(약사동),462,177,129.33442863,35.56730771,이복수,
3111000000,34,울산광역시,중구,001,학교,학성여자고등학교,3111011700107070005012249,3111011700,3111064000,울산광역시 중구 화합로 466(약사동),1167,448,129.33521769,35.56642962,강상수,
3111000000,28,울산광역시,중구,001,학교,무룡중학교,3111011700107070007012717,3111011700,3111064000,울산광역시 중구 화합로 456(약사동),1108,426,129.3357502,35.56546814,송하경,
3111000000,30,울산광역시,중구,001,학교,약사중학교,3111011700105710001012867,3111011700,3111064000,울산광역시 중구 평산4길 10(약사동),1200,461,129.33939087,35.57049175,조경환,
3111000000,86,울산광역시,중구,001,학교,평산초등학교,3111011700106120008012385,3111011700,3111064000,울산광역시 중구 평산로 25(약사동),447,171,129.33821221,35.56885267,이순미,
3111000000,75,울산광역시,중구,003,경로당,약사경로당,3111011700106000006013228,3111011700,3111064000,울산광역시 중구 평산4길 35(약사동),114,43,129.33752242,35.56997919,김차돌,010-9319-5286
3111000000,3,울산광역시,중구,001,학교,중앙여자고등학교,3111011800105950000017169,3111011800,3111052000,울산광역시 중구 내황2길 33(반구동),2013,774,129.34404019,35.5539757,김혜점,
3114000000,366,울산광역시,남구,001,학교,격동초등학교,3114010200102590000034806,3114010200,3114060000,울산광역시 남구 문수로344번길 4(옥동),822,316,129.29060262,35.53407615,유영남,
3114000000,318,울산광역시,남구,001,학교,옥동초등학교,3114010200101570003037069,3114010200,3114060000,울산광역시 남구 문수로 401(옥동),426,163,129.2973987,35.53463567,강진영,
3114000000,381,울산광역시,남구,001,학교,옥서초등학교,3114010200106380000035163,3114010200,3114060000,울산광역시 남구 법대로14번길 19(옥동),822,316,129.2850574,35.53817964,박경덕,
3114000000,462,울산광역시,남구,001,학교,옥동중학교,3114010200106480001035806,3114010200,3114060000,울산광역시 남구 법대로14번길 9(옥동),1647,633,129.28362107,35.53824115,강현욱,
3114000000,472,울산광역시,남구,003,경로당,테크노두왕경로당,3114010300107490001000001,3114010300,3114060000,울산광역시 남구 테크노산업로82번길 17(두왕동),109,33,129.29396878,35.51318302,박세현,
3114000000,363,울산광역시,남구,001,학교,학성중학교,3114010400116320001037072,3114010400,3114052000,울산광역시 남구 문수로 426(신정동),1003,385,129.2990776,35.53222254,이연희,
3114000000,359,울산광역시,남구,001,학교,월평중학교,3114010400105920003011033,3114010400,3114053000,울산광역시 남구 중앙로204번길 31(신정동),1059,407,129.31567855,35.5405458,장영석,
3114000000,360,울산광역시,남구,001,학교,울산중앙중학교,3114010400108590002029180,3114010400,3114054000,울산광역시 남구 중앙로63번길 5(신정동),1317,506,129.31649579,35.52755394,이성희,
3114000000,303,울산광역시,남구,001,학교,월봉초등학교,3114010400102660000039049,3114010400,3114055000,울산광역시 남구 팔등로115번길 10(신정동),554,213,129.31918524,35.54803141,박선화,
3114000000,311,울산광역시,남구,001,학교,수암초등학교,3114010400109510001029578,3114010400,3114054000,울산광역시 남구 중앙로 47(신정동),814,312,129.31663327,35.52569331,윤인주,
3114000000,308,울산광역시,남구,001,학교,울산중앙초등학교,3114010400105920002011019,3114010400,3114053000,울산광역시 남구 돋질로91번길 34(신정동),750,288,129.31522876,35.54189508,이혜영,
3114000000,371,울산광역시,남구,001,학교,신정초등학교,3114010400112450000037388,3114010400,3114051000,울산광역시 남구 봉월로67번길 16(신정동),1118,429,129.3038816,35.53896023,이지영,
3117000000,145,울산광역시,동구,004,관공서,보건소,3117010200102220000002325,3117010200,3117054000,울산광역시 동구 봉수로 155(화정동),120,46,129.41820617,35.50631574,임종국,052-209-4083
3114000000,316,울산광역시,남구,001,학교,대현중학교,3114010500113300002006908,3114010500,3114057000,울산광역시 남구 왕생로86번길 33(달동),709,272,129.33400898,35.5427064,김정규,
3114000000,379,울산광역시,남구,001,학교,강남초등학교,3114010500106330009009860,3114010500,3114056000,울산광역시 남구 중앙로166번길 51(달동),810,311,129.31823327,35.53809972,박중민,
3114000000,461,울산광역시,남구,001,학교,청솔초등학교,3114010500108130000040339,3114010500,3114056000,울산광역시 남구 삼산로94번길 20(달동),729,280,129.3181504,35.53333461,박재희,
3114000000,466,울산광역시,남구,006,교회,강남교회,3114010500108850001013794,3114010500,3114056000,울산광역시 남구 삼산로 75(달동),1500,576,129.31571913,35.5347924,,
3114000000,341,울산광역시,남구,001,학교,백합초등학교,3114010600115330000005587,3114010600,3114057000,울산광역시 남구 돋질로339번길 16(삼산동),758,291,129.34364365,35.5454883,김유정,
3114000000,342,울산광역시,남구,001,학교,삼산초등학교,3114010600101910000008680,3114010600,3114057000,울산광역시 남구 남중로108번길 19(삼산동),993,381,129.34997363,35.54440203,이선임,
3114000000,304,울산광역시,남구,001,학교,삼신초등학교,3114010600115100001007203,3114010600,3114057000,울산광역시 남구 돋질로251번길 25(삼산동),652,250,129.33027081,35.54554735,문금희,
3114000000,465,울산광역시,남구,003,경로당,신복복지관,3114010100108290010037354,3114010100,3114059500,울산광역시 남구 신복로62번길 6-17 (무거동),258,99,129.25686924,35.55040874,박세현,
